Reactant_pair,CAR,KEGG_reactions,RPAIR_main,source,target
C00026_C00940,0.9,R00269,True,C00026,C00940
C00026_C05572,0.9,R00270,True,C00026,C05572
C00026_C20447,0.9,R10210,True,C00026,C20447
C00047_C03239,0.9,"R00447,R02851,R04175",True,C00047,C03239
C00047_C04076,0.9,"R00446,R00447,R00453,R00457,R02313,R02315,R02317,R07598,R09495,R10699",True,C00047,C04076
C00064_C00940,0.9,"R00576,R01375",True,C00064,C00940
C00108_C02247,0.9,"R00982,R10681,R11586,R11588",True,C00108,C02247
C00147_C00262,0.9,R01244,True,C00147,C00262
C00156_C02370,0.9,R01307,True,C00156,C02370
C00156_C02949,0.9,"R01300,R01301,R11872",True,C00156,C02949
C00483_C03765,0.9,"R02382,R04305",True,C00483,C03765
C00506_C05528,0.9,R02433,True,C00506,C05528
C00582_C07086,0.9,"R02539,R02576,R05841,R09840",True,C00582,C07086
C00587_C05195,0.9,R09589,True,C00587,C05195
C00815_C00904,0.9,"R02955,R03153,R03154,R10640",False,C00815,C00904
C01035_C03078,0.9,R03180,True,C01035,C03078
C01087_C03058,0.9,R04000,False,C01087,C03058
C01181_C20749,0.9,R10644,True,C01181,C20749
C01186_C03656,0.9,R03349,True,C01186,C03656
C02370_C06387,0.9,R03932,True,C02370,C06387
C02371_C02802,0.9,R08117,True,C02371,C02802
C02505_C07086,0.9,R02540,True,C02505,C07086
C02798_C05672,0.9,R04051,True,C02798,C05672
C03618_C06030,0.9,R04269,True,C03618,C06030
C04114_C20748,0.9,"R10643,R10644,R10675,R11632",True,C04114,C20748
C05080_C12476,0.9,R06772,True,C05080,C12476
C05161_C05825,0.9,"R04687,R04688",True,C05161,C05825
C06104_C14143,0.9,R06944,True,C06104,C14143
C06328_C07097,0.9,R05445,True,C06328,C07097
C06597_C06598,0.9,R05369,True,C06597,C06598
C06598_C06599,0.9,R05370,True,C06598,C06599
C16272_C16273,0.9,R07832,True,C16272,C16273
C17211_C17213,0.9,R08622,True,C17211,C17213
C17948_C17962,0.9,R08877,True,C17948,C17962
C00332_C00356,0.899,"R01978,R02085",True,C00332,C00356
C11250_C16710,0.899,R08451,True,C11250,C16710
C20851_C21108,0.899,R11187,False,C20851,C21108
C00100_C00827,0.898,"R01449,R05508",False,C00100,C00827
C18063_C18064,0.898,R08976,True,C18063,C18064
C19725_C20359,0.898,R10100,True,C19725,C20359
C04804_C04882,0.897,R08850,True,C04804,C04882
C00082_C00355,0.895,"R07212,R00731",True,C00082,C00355
C00082_C02515,0.895,"R03539,R03973,R08520",True,C00082,C02515
C00082_C03004,0.895,R00730,True,C00082,C03004
C00082_C20800,0.895,R10964,True,C00082,C20800
C00171_C04212,0.895,R03259,False,C00171,C04212
C00406_C02666,0.895,"R02193,R02194,R02195,R02385,R03727,R08806,R08808,R08810,R09106,R09255,R09257,R05744",True,C00406,C02666
C00590_C12205,0.895,R06573,True,C00590,C12205
C00679_C00818,0.895,"R02752,R05608,R08056,R11075,R11077",True,C00679,C00818
C00780_C06212,0.895,R02910,True,C00780,C06212
C00788_C05588,0.895,R02920,True,C00788,C05588
C00954_C20635,0.895,R10452,True,C00954,C20635
C01056_C01297,0.895,"R03202,R07170",True,C01056,C01297
C01197_C01494,0.895,R03366,True,C01197,C01494
C01207_C10447,0.895,R08847,True,C01207,C10447
C01251_C04002,0.895,R03444,True,C01251,C04002
C01481_C01494,0.895,R03366,False,C01481,C01494
C01494_C02666,0.895,"R05700,R05701",True,C01494,C02666
C02225_C04225,0.895,"R04424,R11263",True,C02225,C04225
C02499_C02526,0.895,R03964,True,C02499,C02526
C02526_C19298,0.895,R03964,False,C02526,C19298
C02666_C12204,0.895,R06572,True,C02666,C12204
C02871_C03957,0.895,R04073,True,C02871,C03957
C03023_C05319,0.895,R04717,False,C03023,C05319
C03203_C11427,0.895,R05649,True,C03203,C11427
C03306_C04311,0.895,R04190,True,C03306,C04311
C03474_C04050,0.895,R04228,True,C03474,C04050
C04002_C05662,0.895,R04371,True,C04002,C05662
C04180_C04619,0.895,"R04416,R04535",True,C04180,C04619
C04225_C04593,0.895,R04425,True,C04225,C04593
C04259_C05575,0.895,R04436,True,C04259,C05575
C04324_C04484,0.895,R04453,True,C04324,C04484
C04599_C04731,0.895,R04523,True,C04599,C04731
C04604_C06050,0.895,R04524,True,C04604,C06050
C04619_C05754,0.895,R04535,True,C04619,C05754
C05313_C05802,0.895,R06866,True,C05313,C05802
C05580_C05584,0.895,R04887,True,C05580,C05584
C05583_C05584,0.895,"R04891,R04892",True,C05583,C05584
C05634_C05635,0.895,"R04903,R04904,R04906",True,C05634,C05635
C06711_C07715,0.895,R05422,True,C06711,C07715
C07130_C07481,0.895,R07971,True,C07130,C07481
C07480_C07481,0.895,"R07920,R07921,R07955",True,C07480,C07481
C07480_C16360,0.895,R07978,True,C07480,C16360
C07481_C13747,0.895,"R07921,R07954",True,C07481,C13747
C11700_C11900,0.895,R06311,True,C11700,C11900
C11821_C12248,0.895,R06601,True,C11821,C12248
C13747_C16356,0.895,"R07977,R07945",True,C13747,C16356
C14040_C14800,0.895,R07022,True,C14040,C14800
C14040_C14802,0.895,R07021,True,C14040,C14802
C16394_C16403,0.895,R08047,True,C16394,C16403
C16402_C16403,0.895,R08016,True,C16402,C16403
C16608_C16612,0.895,R08347,True,C16608,C16612
C18241_C18242,0.895,R09135,True,C18241,C18242
C20377_C20378,0.895,R10121,True,C20377,C20378
C21085_C21086,0.895,R11066,False,C21085,C21086
C21343_C21344,0.895,R11413,False,C21343,C21344
C21375_C21376,0.895,R11424,False,C21375,C21376
C21569_C21570,0.895,R11670,False,C21569,C21570
C20734_C21366,0.894,R11400,False,C20734,C21366
C01288_C04248,0.893,R03482,True,C01288,C04248
C04630_C19971,0.893,"R09842,R10099",False,C04630,C19971
C04702_C06432,0.893,R04611,True,C04702,C06432
C20638_C20672,0.893,R10514,True,C20638,C20672
C21606_C21609,0.893,R11782,False,C21606,C21609
C12400_C12401,0.892,"R06655,R06655",True,C12400,C12401
C00024_C00136,0.891,R01179,False,C00024,C00136
C00024_C00313,0.891,R10614,False,C00024,C00313
C00024_C00827,0.891,R05508,False,C00024,C00827
C11478_C17323,0.89,R08702,True,C11478,C17323
C00036_C00049,0.889,"R00355,R00357,R00359,R00373,R00400,R00493,R00578,R00695,R01713,R01731,R05053,R07164,R07165",True,C00036,C00049
C00036_C02362,0.889,"R00348,R00357,R00359,R01144,R07164,R07165",True,C00036,C02362
C00049_C00152,0.889,"R00483,R00485,R00578",True,C00049,C00152
C00073_C01180,0.889,"R00648,R00652,R00654,R03001,R07396,R08618,R09373",True,C00073,C01180
C00077_C01110,0.889,"R02457,R02459,R03248,R03249",False,C00077,C01110
C00077_C01165,0.889,"R00667,R01343,R03248",True,C00077,C01165
C00123_C00233,0.889,"R01088,R01090",True,C00123,C00233
C00149_C04348,0.889,"R00406,R00407,R00410,R01559,R01780,R02084,R02407,R02990,R03154,R05588,R06904,R10343,R10612,R10640,R10641,R10904,R11773",True,C00149,C04348
C00152_C02362,0.889,R01346,True,C00152,C02362
C00153_C00253,0.889,R01268,True,C00153,C00253
C00178_C02376,0.889,R01411,True,C00178,C02376
C00179_C00436,0.889,R01416,True,C00179,C00436
C00180_C00512,0.889,"R01422,R02452,R02453,R05506,R05587,R06310,R08171,R08430,R09528",True,C00180,C00512
C00180_C09815,0.889,R05590,True,C00180,C09815
C00407_C00671,0.889,"R02196,R02197,R02199,R02200",True,C00407,C00671
C00408_C19809,0.889,R09680,True,C00408,C19809
C00430_C02800,0.889,R02271,True,C00430,C02800
C00490_C00531,0.889,"R02407,R10600",True,C00490,C00531
C00601_C05332,0.889,"R02613,R02612",True,C00601,C05332
C00606_C05527,0.889,"R02618,R02619",True,C00606,C05527
C00802_C02091,0.889,R10908,True,C00802,C02091
C00902_C01933,0.889,R03053,True,C00902,C01933
C01732_C06028,0.889,"R03695,R10904",True,C01732,C06028
C02214_C02411,0.889,R03884,True,C02214,C02411
C02378_C06102,0.889,R05507,True,C02378,C06102
C02714_C05936,0.889,"R04025,R09075",True,C02714,C05936
C02814_C14604,0.889,R09287,True,C02814,C14604
C02814_C18351,0.889,"R09285,R09287",True,C02814,C18351
C03264_C21089,0.889,R11462,False,C03264,C21089
C03341_C03943,0.889,"R04200,R04201",True,C03341,C03943
C05127_C05827,0.889,R04674,True,C05127,C05827
C06381_C06382,0.889,R05170,True,C06381,C06382
C06554_C08734,0.889,R06967,True,C06554,C08734
C06560_C08735,0.889,R05569,True,C06560,C08735
C08733_C08734,0.889,R06969,True,C08733,C08734
C08733_C08737,0.889,R06968,True,C08733,C08737
C08734_C08735,0.889,"R06966,R06969",True,C08734,C08735
C09822_C09823,0.889,R05620,True,C09822,C09823
C11949_C11950,0.889,R06415,True,C11949,C11950
C19778_C19780,0.889,"R09647,R09649",True,C19778,C19780
C00010_C00100,0.888,"R00921,R00925,R00926,R09097,R10998",True,C00010,C00100
C00010_C19775,0.888,R09643,True,C00010,C19775
C00062_C18473,0.888,R09363,True,C00062,C18473
C00079_C00082,0.888,"R07211,R07212,R07213,R10729",True,C00079,C00082
C00079_C20807,0.888,R10729,True,C00079,C20807
C00082_C00811,0.888,R00737,True,C00082,C00811
C00137_C03365,0.888,"R01188,R01189,R01190",False,C00137,C03365
C00137_C06472,0.888,R01184,False,C00137,C06472
C00158_C00417,0.888,R01325,True,C00158,C00417
C00166_C20646,0.888,R10431,True,C00166,C20646
C00198_C00257,0.888,"R01519,R01538,R01540,R02933,R03034,R03033,R05606,R07680,R10532,R10604",True,C00198,C00257
C00204_C00257,0.888,"R01538,R01540,R03033,R05606,R10532",True,C00204,C00257
C00204_C03752,0.888,R01544,True,C00204,C03752
C00250_C00847,0.888,"R01709,R02992",True,C00250,C00847
C00257_C01040,0.888,"R02933,R03034,R07680",False,C00257,C01040
C00279_C03393,0.888,R01825,True,C00279,C03393
C00311_C00417,0.888,R01900,True,C00311,C00417
C00323_C10945,0.888,"R01941,R01943,R01944,R01945,R01946,R03374,R07433,R07873,R07876,R07926,R07928,R07930,R07931,R07944",True,C00323,C10945
C00366_C11821,0.888,R02106,True,C00366,C11821
C00398_C06213,0.888,R02174,True,C00398,C06213
C00398_C17203,0.888,R08604,True,C00398,C17203
C00398_C21762,0.888,R11912,False,C00398,C21762
C00404_C02466,0.888,R02504,False,C00404,C02466
C00417_C11514,0.888,R05763,False,C00417,C11514
C00417_C11515,0.888,R05764,False,C00417,C11515
C00547_C00788,0.888,R02533,True,C00547,C00788
C00547_C05589,0.888,R02534,True,C00547,C05589
C00590_C12206,0.888,R06575,True,C00590,C12206
C00637_C00954,0.888,"R02678,R02681,R03093,R03096",True,C00637,C00954
C00745_C20361,0.888,R11177,False,C00745,C20361
C00811_C01197,0.888,R07826,True,C00811,C01197
C00811_C03672,0.888,R08766,True,C00811,C03672
C00811_C03964,0.888,R08766,False,C00811,C03964
C00847_C00971,0.888,R02992,True,C00847,C00971
C00848_C04718,0.888,R02995,True,C00848,C04718
C00944_C02637,0.888,R03084,True,C00944,C02637
C01062_C21643,0.888,R11771,False,C01062,C21643
C01078_C04397,0.888,R03218,True,C01078,C04397
C01078_C04398,0.888,R03219,True,C01078,C04398
C01161_C05582,0.888,R03304,True,C01161,C05582
C01198_C04044,0.888,"R03369,R06786",True,C01198,C04044
C01540_C02574,0.888,R03607,True,C01540,C02574
C01946_C03796,0.888,R03780,True,C01946,C03796
C02236_C06679,0.888,R05272,True,C02236,C06679
C02666_C10945,0.888,R06574,True,C02666,C10945
C02693_C02938,0.888,R04020,True,C02693,C02938
C02937_C02938,0.888,R04093,True,C02937,C02938
C03063_C05601,0.888,R04131,True,C03063,C05601
C03298_C04259,0.888,R10524,True,C03298,C04259
C03342_C06440,0.888,R02659,False,C03342,C06440
C03356_C04309,0.888,R04206,True,C03356,C04309
C03722_C04409,0.888,R04293,True,C03722,C04409
C03752_C20844,0.888,R10773,True,C03752,C20844
C03771_C20234,0.888,R09939,True,C03771,C20234
C03871_C03972,0.888,R04336,True,C03871,C03972
C03972_C20258,0.888,R04198,True,C03972,C20258
C04044_C11457,0.888,R06786,True,C04044,C11457
C04314_C14784,0.888,R07016,False,C04314,C14784
C04384_C11553,0.888,R05798,True,C04384,C11553
C04575_C05422,0.888,R04785,True,C04575,C05422
C04773_C06052,0.888,R04593,True,C04773,C06052
C05565_C05829,0.888,R04875,True,C05565,C05829
C05576_C05594,0.888,R04881,True,C05576,C05594
C05577_C05580,0.888,"R04882,R04883",True,C05577,C05580
C05581_C05582,0.888,"R04888,R04889",True,C05581,C05582
C05600_C06201,0.888,R06897,True,C05600,C06201
C06205_C14784,0.888,R07016,True,C06205,C14784
C07130_C16357,0.888,"R07973,R07975",True,C07130,C16357
C07130_C16358,0.888,R07975,True,C07130,C16358
C07480_C16353,0.888,"R07919,R07961",True,C07480,C16353
C07480_C16357,0.888,R07963,True,C07480,C16357
C08304_C21602,0.888,R11699,False,C08304,C21602
C10453_C10454,0.888,R10250,True,C10453,C10454
C10469_C10478,0.888,R07240,True,C10469,C10478
C11402_C11404,0.888,"R06390,R06392",True,C11402,C11404
C11403_C11406,0.888,"R06391,R06393",True,C11403,C11406
C11439_C11440,0.888,R05635,True,C11439,C11440
C11937_C19079,0.888,"R06400,R09390",True,C11937,C19079
C12108_C12109,0.888,R06593,True,C12108,C12109
C12113_C17696,0.888,R11233,False,C12113,C17696
C12427_C12428,0.888,R06686,True,C12427,C12428
C12621_C12623,0.888,R06787,True,C12621,C12623
C12833_C12834,0.888,R06834,True,C12833,C12834
C13747_C16353,0.888,"R07922,R07957,R07943",True,C13747,C16353
C13747_C16358,0.888,"R07959,R07943",True,C13747,C16358
C14090_C14091,0.888,R06918,True,C14090,C14091
C14096_C14097,0.888,R06924,True,C14096,C14097
C14099_C14101,0.888,"R06928,R07881",True,C14099,C14101
C16353_C16355,0.888,R07979,True,C16353,C16355
C16358_C16359,0.888,R07942,True,C16358,C16359
C16396_C16403,0.888,R08049,True,C16396,C16403
C18027_C18067,0.888,R08979,False,C18027,C18067
C18303_C18304,0.888,R09221,True,C18303,C18304
C18308_C18309,0.888,R09217,True,C18308,C18309
C19567_C19569,0.888,R10105,True,C19567,C19569
C20320_C20324,0.888,R10051,True,C20320,C20324
C20602_C20603,0.888,R10413,True,C20602,C20603
C21247_C21248,0.888,R11252,False,C21247,C21248
C00712_C01203,0.885,"R02814,R08176,R09537",True,C00712,C01203
C01530_C04088,0.885,"R08163,R08174",True,C01530,C04088
C04268_C06018,0.885,"R10142,R10174",True,C04268,C06018
C07027_C07028,0.885,R05672,True,C07027,C07028
C11925_C20156,0.885,R09873,False,C11925,C20156
C19613_C20992,0.885,R10983,True,C19613,C20992
C01304_C15563,0.883,R09374,True,C01304,C15563
C04793_C04844,0.883,R04597,True,C04793,C04844
C18348_C18349,0.883,R09276,True,C18348,C18349
C00136_C00332,0.882,R01365,False,C00136,C00332
C00167_C00190,0.882,"R01384,R02636,R07658",True,C00167,C00190
C00167_C16155,0.882,R07658,True,C00167,C16155
C01610_C07032,0.882,R05677,True,C01610,C07032
C03034_C21351,0.882,R11472,False,C03034,C21351
C21464_C21502,0.881,R11612,False,C21464,C21502
C04834_C04867,0.88,R04608,True,C04834,C04867
C16505_C16506,0.88,"R08150,R08152",True,C16505,C16506
C00003_C00006,0.878,"R00104,R00118",True,C00003,C00006
C00004_C00005,0.878,R00105,True,C00004,C00005
C00079_C00423,0.878,R00697,True,C00079,C00423
C00135_C03298,0.878,R10523,True,C00135,C03298
C00223_C05608,0.878,"R01615,R01616,R01617,R02416,R06544,R06545,R06806,R07432,R07880,R07882,R07883,R07927,R07929,R08805,R08807,R08809,R09256,R10237",True,C00223,C05608
C00230_C01424,0.878,R01637,True,C00230,C01424
C00337_C00438,0.878,"R01993,R02284",True,C00337,C00438
C00366_C00385,0.878,"R02103,R02107,R09876",True,C00366,C00385
C00385_C16353,0.878,R07965,True,C00385,C16353
C00385_C16357,0.878,R07967,True,C00385,C16357
C00385_C16358,0.878,R07969,True,C00385,C16358
C00400_C02904,0.878,R02178,True,C00400,C02904
C00423_C00811,0.878,R02253,True,C00423,C00811
C00423_C01772,0.878,R02254,True,C00423,C01772
C00423_C12621,0.878,R06781,True,C00423,C12621
C00438_C03703,0.878,R02284,True,C00438,C03703
C00499_C01551,0.878,R02425,False,C00499,C01551
C00544_C05593,0.878,"R02515,R02517,R05450",True,C00544,C05593
C00544_C05852,0.878,R05450,True,C00544,C05852
C00632_C03986,0.878,R02667,True,C00632,C03986
C00632_C05831,0.878,R02671,True,C00632,C05831
C00642_C01161,0.878,"R02698,R03299,R03306",True,C00642,C01161
C00691_C04287,0.878,"R02782,R05659",True,C00691,C04287
C00691_C06891,0.878,R05659,True,C00691,C06891
C00745_C06524,0.878,R06738,True,C00745,C06524
C00755_C06672,0.878,"R05273,R05699",True,C00755,C06672
C00808_C03448,0.878,R03818,True,C00808,C03448
C00808_C20322,0.878,"R10045,R10047",True,C00808,C20322
C00825_C03154,0.878,R01889,True,C00825,C03154
C00843_C18027,0.878,R08925,True,C00843,C18027
C01161_C04043,0.878,"R03300,R03302",True,C01161,C04043
C01161_C05593,0.878,R03299,True,C01161,C05593
C01198_C02274,0.878,R03692,True,C01198,C02274
C01198_C05629,0.878,R04899,True,C01198,C05629
C01221_C01280,0.878,R03395,True,C01221,C01280
C01499_C16461,0.878,"R08086,R08097",True,C01499,C16461
C01500_C17621,0.878,R08785,True,C01500,C17621
C01575_C02343,0.878,"R08465,R08467",False,C01575,C02343
C01575_C08300,0.878,"R08465,R08467",False,C01575,C08300
C01606_C03057,0.878,"R05643,R07802",True,C01606,C03057
C01680_C02991,0.878,R03772,False,C01680,C02991
C01680_C03827,0.878,"R03671,R03688,R03774,R03772,R10689",False,C01680,C03827
C01680_C18028,0.878,R10689,False,C01680,C18028
C01772_C05851,0.878,R04999,False,C01772,C05851
C01822_C20699,0.878,R10544,True,C01822,C20699
C01918_C03297,0.878,R03767,True,C01918,C03297
C02442_C06199,0.878,R03943,True,C02442,C06199
C02504_C02631,0.878,R03968,True,C02504,C02631
C02576_C11924,0.878,R06366,True,C02576,C11924
C02631_C04411,0.878,R04001,True,C02631,C04411
C02646_C12206,0.878,R06580,True,C02646,C12206
C02909_C14098,0.878,R06926,True,C02909,C14098
C03012_C11713,0.878,R07020,True,C03012,C11713
C03092_C09844,0.878,R08784,True,C03092,C09844
C03434_C15505,0.878,R07191,True,C03434,C15505
C03680_C05565,0.878,R00069,True,C03680,C05565
C03758_C05587,0.878,R04301,True,C03758,C05587
C03918_C04706,0.878,R05393,False,C03918,C04706
C03985_C04433,0.878,"R04366,R09922,R09923",True,C03985,C04433
C04178_C16246,0.878,R07780,True,C04178,C16246
C04287_C16737,0.878,R08603,True,C04287,C16737
C04314_C14786,0.878,"R07013,R07014",False,C04314,C14786
C04435_C11943,0.878,"R06407,R06408",False,C04435,C11943
C04620_C05751,0.878,R04537,True,C04620,C05751
C04677_C04734,0.878,R04560,True,C04677,C04734
C04706_C07095,0.878,R05392,False,C04706,C07095
C05608_C10945,0.878,R06579,True,C05608,C10945
C05629_C11457,0.878,R06780,True,C05629,C11457
C05852_C06207,0.878,R05001,True,C05852,C06207
C05980_C18129,0.878,"R09037,R09038",True,C05980,C18129
C06033_C06035,0.878,"R05078,R05077",True,C06033,C06035
C06205_C14786,0.878,"R07013,R07014",True,C06205,C14786
C06330_C06343,0.878,R05154,True,C06330,C06343
C06338_C06342,0.878,R05158,True,C06338,C06342
C06577_C06578,0.878,R05235,True,C06577,C06578
C06596_C06988,0.878,"R05386,R07669",False,C06596,C06988
C06677_C06678,0.878,R05281,True,C06677,C06678
C06760_C07478,0.878,R05353,True,C06760,C07478
C06802_C21156,0.878,"R11184,R11305",False,C06802,C21156
C07271_C07276,0.878,"R05784,R09387",True,C07271,C07276
C09848_C16462,0.878,"R08087,R08096",True,C09848,C16462
C11129_C21155,0.878,R11181,False,C11129,C21155
C11130_C15769,0.878,R07422,True,C11130,C15769
C11398_C11402,0.878,"R06386,R06387",True,C11398,C11402
C11398_C11403,0.878,"R06388,R06389",False,C11398,C11403
C11714_C14785,0.878,R07018,True,C11714,C14785
C11939_C11940,0.878,R06403,True,C11939,C11940
C14082_C14089,0.878,R06916,True,C14082,C14089
C14108_C14109,0.878,R06935,True,C14108,C14109
C14789_C14790,0.878,R07030,True,C14789,C14790
C15537_C15538,0.878,R07252,True,C15537,C15538
C16396_C16399,0.878,R08034,True,C16396,C16399
C18277_C18279,0.878,R09206,True,C18277,C18279
C20373_C20374,0.878,R10117,True,C20373,C20374
C21536_C21537,0.878,R11648,False,C21536,C21537
C21601_C21602,0.878,R11698,False,C21601,C21602
C04426_C04589,0.876,R04476,True,C04426,C04589
C04909_C04920,0.876,R04643,True,C04909,C04920
C00042_C00091,0.875,"R00406,R00407,R00410,R01559,R01780,R02084,R02407,R02990,R03154,R05588,R06904,R10343,R10612,R10640,R10641,R10904,R11773",True,C00042,C00091
C00106_C00380,0.875,R00974,True,C00106,C00380
C00122_C01596,0.875,R03540,False,C00122,C01596
C00141_C00183,0.875,"R01212,R01214,R01215,R01434,R02200",True,C00141,C00183
C00148_C19781,0.875,R09650,True,C00148,C19781
C00388_C05130,0.875,R02150,True,C00388,C05130
C00397_C18001,0.875,"R10543,R10544",True,C00397,C18001
C00431_C00990,0.875,R02273,True,C00431,C00990
C00431_C03273,0.875,R02274,True,C00431,C03273
C00441_C03283,0.875,"R02293,R06977",True,C00441,C03283
C00683_C02170,0.875,"R02764,R03381,R03383,R03869,R03871,R10778,R03872",True,C00683,C02170
C00830_C00872,0.875,R02970,True,C00830,C00872
C00845_C01546,0.875,R02986,True,C00845,C01546
C01209_C21430,0.875,R11515,False,C01209,C21430
C02804_C03237,0.875,R04057,True,C02804,C03237
C04724_C04808,0.875,R04581,True,C04724,C04808
C05689_C18904,0.875,R09373,True,C05689,C18904
C05998_C20827,0.875,R10759,True,C05998,C20827
C21399_C21400,0.875,R11462,False,C21399,C21400
C00154_C05764,0.874,R10700,True,C00154,C05764
C00249_C05764,0.874,"R01706,R07762,R10700",True,C00249,C05764
C08362_C16520,0.874,"R08162,R10906,R11202",True,C08362,C16520
C06650_C06651,0.873,R05257,True,C06650,C06651
C00100_C06027,0.872,R00934,True,C00100,C06027
C00550_C03640,0.872,R02543,True,C00550,C03640
C00908_C03524,0.872,R03056,True,C00908,C03524
C20622_C20625,0.871,R10439,True,C20622,C20625
C20625_C20626,0.871,R10440,True,C20625,C20626
C00024_C04348,0.87,R00473,True,C00024,C04348
C00024_C05269,0.87,R01177,True,C00024,C05269
C04881_C21464,0.87,R11558,False,C04881,C21464
C00025_C01046,0.868,R00609,True,C00025,C01046
C00047_C01028,0.868,R00448,True,C00047,C01028
C00047_C02728,0.868,R00612,True,C00047,C02728
C00051_C01031,0.868,R00527,True,C00051,C01031
C00074_C00631,0.868,R00658,True,C00074,C00631
C00108_C03005,0.868,R00984,True,C00108,C03005
C00108_C20634,0.868,R10451,True,C00108,C20634
C00118_C00197,0.868,"R01058,R10860",True,C00118,C00197
C00135_C00785,0.868,R01168,True,C00135,C00785
C00135_C01929,0.868,R01163,True,C00135,C01929
C00156_C00230,0.868,"R01296,R01298,R01628,R01636,R11197,R11198",True,C00156,C00230
C00196_C00587,0.868,R01508,True,C00196,C00587
C00230_C00587,0.868,R01628,True,C00230,C00587
C00413_C01138,0.868,"R02225,R02228",True,C00413,C01138
C00413_C03731,0.868,R02227,True,C00413,C03731
C00483_C02442,0.868,R02384,True,C00483,C02442
C00483_C03758,0.868,R02383,True,C00483,C03758
C00502_C00652,0.868,"R02428,R02526,R02714",False,C00502,C00652
C00502_C00684,0.868,"R02429,R02522,R03032",False,C00502,C00684
C00502_C02266,0.868,"R02427,R02428,R02526,R02714,R02429,R02522,R03032",True,C00502,C02266
C00521_C00964,0.868,R06119,True,C00521,C00964
C00521_C01123,0.868,R02469,True,C00521,C01123
C00521_C07271,0.868,"R06398,R09385,R09389,R09393",False,C00521,C07271
C00540_C00903,0.868,R02506,True,C00540,C00903
C00587_C00628,0.868,"R02589,R07709,R07710",True,C00587,C00628
C00588_C13482,0.868,R06869,True,C00588,C13482
C00628_C00805,0.868,"R07709,R07710",True,C00628,C00805
C00628_C05585,0.868,"R02655,R02657",True,C00628,C05585
C00628_C07587,0.868,"R07709,R07710",False,C00628,C07587
C00642_C03765,0.868,"R02695,R02697",True,C00642,C03765
C00642_C07086,0.868,R06790,True,C00642,C07086
C00650_C03766,0.868,R02708,False,C00650,C03766
C00682_C02501,0.868,"R02762,R05361",True,C00682,C02501
C00805_C12305,0.868,R10448,True,C00805,C12305
C00829_C14786,0.868,"R07000,R07001",True,C00829,C14786
C00870_C02235,0.868,R03023,True,C00870,C02235
C00922_C03652,0.868,R03069,True,C00922,C03652
C00956_C04076,0.868,"R03102,R03103",True,C00956,C04076
C01053_C01088,0.868,R03198,True,C01053,C01088
C01091_C01626,0.868,R03230,True,C01091,C01626
C01756_C16614,0.868,R03701,True,C01756,C16614
C02213_C16777,0.868,R09935,False,C02213,C16777
C02220_C03824,0.868,R03889,True,C02220,C03824
C02735_C03711,0.868,R04033,True,C02735,C03711
C02759_C06306,0.868,R06406,False,C02759,C06306
C02930_C16390,0.868,R07986,True,C02930,C16390
C03079_C05938,0.868,R05051,False,C03079,C05938
C03572_C04431,0.868,R06840,False,C03572,C04431
C03585_C04431,0.868,R05391,True,C03585,C04431
C03765_C04227,0.868,R03358,True,C03765,C04227
C03766_C04350,0.868,R04306,False,C03766,C04350
C03985_C06074,0.868,R09702,False,C03985,C06074
C05281_C20846,0.868,R10777,True,C05281,C20846
C05593_C07086,0.868,R06791,True,C05593,C07086
C06074_C20943,0.868,R11055,False,C06074,C20943
C06182_C06184,0.868,R05131,True,C06182,C06184
C06231_C06442,0.868,R06979,True,C06231,C06442
C06306_C11938,0.868,R06401,False,C06306,C11938
C06485_C19822,0.868,R09694,True,C06485,C19822
C06575_C06576,0.868,R05266,True,C06575,C06576
C06596_C06597,0.868,R05387,True,C06596,C06597
C06644_C06645,0.868,R05256,True,C06644,C06645
C07098_C11510,0.868,R05754,True,C07098,C11510
C07185_C16649,0.868,R08325,True,C07185,C16649
C07185_C16650,0.868,R08326,True,C07185,C16650
C07185_C16651,0.868,R08327,True,C07185,C16651
C07535_C14852,0.868,R09160,False,C07535,C14852
C07535_C18270,0.868,R09204,True,C07535,C18270
C07535_C18275,0.868,R09160,True,C07535,C18275
C07535_C18276,0.868,R09159,True,C07535,C18276
C07535_C18284,0.868,R09209,True,C07535,C18284
C07587_C12305,0.868,R10448,False,C07587,C12305
C10428_C20464,0.868,R10252,True,C10428,C20464
C10452_C16930,0.868,R10251,True,C10452,C16930
C10700_C13636,0.868,R06892,True,C10700,C13636
C11130_C12312,0.868,R07421,True,C11130,C12312
C11174_C20690,0.868,"R08964,R10548",True,C11174,C20690
C12641_C12647,0.868,R06800,True,C12641,C12647
C14087_C14088,0.868,R06914,True,C14087,C14088
C15512_C15513,0.868,R07201,True,C15512,C15513
C16399_C16400,0.868,R08035,True,C16399,C16400
C16651_C16653,0.868,R08338,True,C16651,C16653
C17213_C21536,0.868,R11647,False,C17213,C21536
C18049_C18061,0.868,R08970,True,C18049,C18061
C20299_C21591,0.868,R11693,False,C20299,C21591
C20449_C20901,0.868,R10856,True,C20449,C20901
C21166_C21167,0.868,R11195,False,C21166,C21167
C00024_C11062,0.867,"R05336,R09279",False,C00024,C11062
C00091_C00264,0.867,R01780,False,C00091,C00264
C00091_C00332,0.867,"R00410,R01357,R01358,R01359,R01365",False,C00091,C00332
C19854_C19857,0.867,R09734,True,C19854,C19857
C00043_C20245,0.865,R09946,True,C00043,C20245
