,id,mol_weight,formula,P,O,I,H,Se,Mo,X,Mg,Br,As,F,R,N,C,Zn,S,Cl,Co,polymer
889,C03541,,C24H30N8O9(C5H7NO3)n-2,0,3,0,7,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1
890,C05813,683.0569,C47H70O3,0,3,0,70,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0
891,C05814,697.0835,C48H72O3,0,3,0,72,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
892,C11932,530.3143,C16H24N2O14P2,2,14,0,24,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0
893,C15680,727.8791,C37H61NO13,0,13,0,61,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0
894,C17705,495.5676,C20H41N5O9,0,9,0,41,0,0,0,0,0,0,0,0,5,20,0,0,0,0,0
895,C21362,546.3137,C16H24N2O15P2,2,15,0,24,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0
896,C00825,483.5139,C18H37N5O10,0,10,0,37,0,0,0,0,0,0,0,0,5,18,0,0,0,0,0
897,C05811,655.0468,C46H70O2,0,2,0,70,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0
898,C06616,719.9002,C36H65NO13,0,13,0,65,0,0,0,0,0,0,0,0,1,36,0,0,0,0,0
899,C06633,703.9008,C36H65NO12,0,12,0,65,0,0,0,0,0,0,0,0,1,36,0,0,0,0,0
900,C15681,681.8538,C36H59NO11,0,11,0,59,0,0,0,0,0,0,0,0,1,36,0,0,0,0,0
901,C17704,481.5411,C19H39N5O9,0,9,0,39,0,0,0,0,0,0,0,0,5,19,0,0,0,0,0
902,C18845,711.8797,C37H61NO12,0,12,0,61,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0
903,C18846,695.8803,C37H61NO11,0,11,0,61,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0
904,C04722,450.6511,C27H46O5,0,5,0,46,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
905,C05810,639.0474,C46H70O,0,1,0,70,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0
906,C11475,,C10H14N5O7P(C5H8O5PR)n(C5H8O5PR)n,1,5,0,8,0,0,0,0,0,0,0,1,5,5,0,0,0,0,1
907,C00821,,C10H14N5O6P(C5H8O5PR)n(C5H8O5PR)n,1,5,0,8,0,0,0,0,0,0,0,1,5,5,0,0,0,0,1
908,C04554,434.6517,C27H46O4,0,4,0,46,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
909,C12246,639.7325,C35H45NO10,0,10,0,45,0,0,0,0,0,0,0,0,1,35,0,0,0,0,0
910,C12381,660.6192,C32H36O15,0,15,0,36,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
911,C16463,690.4107,C20H24N10O14P2,2,14,0,24,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0
912,C18152,616.9891,C35H36MgN4O5,0,5,0,36,0,0,0,1,0,0,0,0,4,35,0,0,0,0,0
913,C20976,632.5661,C30H32O15,0,15,0,32,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
914,C00856,,C9H14N3O7P(C5H8O5PR)n(C5H8O5PR)n,1,5,0,8,0,0,0,0,0,0,0,1,3,5,0,0,0,0,1
915,C02010,422.4389,C17H26N8O5,0,5,0,26,0,0,0,0,0,0,0,0,8,17,0,0,0,0,0
916,C04536,598.9739,C35H34MgN4O4,0,4,0,34,0,0,0,1,0,0,0,0,4,35,0,0,0,0,0
917,C06626,431.7801,C20H14ClNO8,0,8,0,14,0,0,0,0,0,0,0,0,1,20,0,0,1,0,0
918,C16999,414.3688,C19H18N4O7,0,7,0,18,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0
919,C20761,,C93H155NO37P2(C24H40O20)n,2,20,0,40,0,0,0,0,0,0,0,0,1,24,0,0,0,0,1
920,C20839,414.6206,C27H42O3,0,3,0,42,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
921,C20975,618.5395,C29H30O15,0,15,0,30,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
922,C21429,599.0169,C36H38MgN4O3,0,3,0,38,0,0,0,1,0,0,0,0,4,36,0,0,0,0,0
923,C00063,483.1563,C9H16N3O14P3,3,14,0,16,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0
924,C03516,584.9473,C34H32MgN4O4,0,4,0,32,0,0,0,1,0,0,0,0,4,34,0,0,0,0,0
925,C06627,397.335,C20H15NO8,0,8,0,15,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0
926,C11971,602.7554,C34H50O9,0,9,0,50,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0
927,C12045,635.1448,C32H43ClN2O9,0,9,0,43,0,0,0,0,0,0,0,0,2,32,0,0,1,0,0
928,C15879,582.898,C41H58O2,0,2,0,58,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
929,C15887,586.9298,C41H62O2,0,2,0,62,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
930,C15903,582.898,C41H58O2,0,2,0,58,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
931,C15919,584.8708,C40H56O3,0,3,0,56,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
932,C16282,584.8708,C40H56O3,0,3,0,56,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
933,C20650,,C31H28MgN4O6(R1)(R2),0,6,0,28,0,0,0,1,0,0,0,2,4,31,0,0,0,0,0
934,C20974,604.5129,C28H28O15,0,15,0,28,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
935,C21428,584.9903,C35H36MgN4O3,0,3,0,36,0,0,0,1,0,0,0,0,4,35,0,0,0,0,0
936,C00128,614.4511,C20H31N4O16P,1,16,0,31,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0
937,C03866,,(C21H32O18)n,0,18,0,32,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1
938,C05200,562.8223,C37H54O4,0,4,0,54,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0
939,C05804,560.8494,C38H56O3,0,3,0,56,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0
940,C05805,576.8488,C38H56O4,0,4,0,56,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0
941,C06098,568.8714,C40H56O2,0,2,0,56,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
942,C08590,552.872,C40H56O,0,1,0,56,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
943,C11955,588.7288,C33H48O9,0,9,0,48,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
944,C11963,570.7135,C33H46O8,0,8,0,46,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
945,C11979,584.7401,C34H48O8,0,8,0,48,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0
946,C12002,597.7373,C31H51NO10,0,10,0,51,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0
947,C12628,578.5187,C27H30O14,0,14,0,30,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
948,C15877,566.8986,C41H58O,0,1,0,58,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
949,C15886,568.9145,C41H60O,0,1,0,60,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
950,C15898,554.8879,C40H58O,0,1,0,58,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
951,C15900,568.9145,C41H60O,0,1,0,60,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
952,C18157,556.9372,C33H32MgN4O3,0,3,0,32,0,0,0,1,0,0,0,0,4,33,0,0,0,0,0
953,C18160,,C30H26MgN4O4(R1)(R2),0,4,0,26,0,0,0,1,0,0,0,2,4,30,0,0,0,0,0
954,C19795,554.8879,C40H58O,0,1,0,58,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
955,C20137,605.1188,C31H41ClN2O8,0,8,0,41,0,0,0,0,0,0,0,0,2,31,0,0,1,0,0
956,C21427,570.9638,C34H34MgN4O3,0,3,0,34,0,0,0,1,0,0,0,0,4,34,0,0,0,0,0
957,C00458,467.1569,C9H16N3O13P3,3,13,0,16,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0
958,C00916,415.4182,C16H21N3O8S,0,8,0,21,0,0,0,0,0,0,0,0,3,16,0,1,0,0,0
959,C02528,392.572,C24H40O4,0,4,0,40,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
960,C04483,392.572,C24H40O4,0,4,0,40,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
961,C05803,546.8229,C37H54O3,0,3,0,54,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0
962,C12472,575.9915,C28H30ClNO10,0,10,0,30,0,0,0,0,0,0,0,0,1,28,0,0,1,0,0
963,C12475,555.573,C29H33NO10,0,10,0,33,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0
964,C15908,532.8409,C40H52,0,0,0,52,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
965,C00008,427.2011,C10H15N5O10P2,2,10,0,15,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0
966,C00019,398.4374,C15H22N6O5S,0,5,0,22,0,0,0,0,0,0,0,0,6,15,0,1,0,0,0
967,C00096,605.3411,C16H25N5O16P2,2,16,0,25,0,0,0,0,0,0,0,0,5,16,0,0,0,0,0
968,C03990,376.5726,C24H40O3,0,3,0,40,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
969,C07029,565.473,C22H28N7O9P,1,9,0,28,0,0,0,0,0,0,0,0,7,22,0,0,0,0,0
970,C00021,384.4108,C14H20N6O5S,0,5,0,20,0,0,0,0,0,0,0,0,6,14,0,1,0,0,0
971,C01282,,C27H52NO8PR,1,8,0,52,0,0,0,0,0,0,0,1,1,27,0,0,0,0,0
972,C01661,543.5193,C27H29NO11,0,11,0,29,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0
973,C05801,518.8128,C36H54O2,0,2,0,54,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
974,C07028,551.4464,C21H26N7O9P,1,9,0,26,0,0,0,0,0,0,0,0,7,21,0,0,0,0,0
975,C08320,368.6367,C24H48O2,0,2,0,48,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
976,C08323,366.6208,C24H46O2,0,2,0,46,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
977,C19700,556.351,C26H19Cl2N3O7,0,7,0,19,0,0,0,0,0,0,0,0,3,26,0,0,2,0,0
978,C05800,502.8134,C36H54O,0,1,0,54,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
979,C07304,523.5296,C25H33NO11,0,11,0,33,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0
980,C12429,513.5363,C27H31NO9,0,9,0,31,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0
981,C00842,564.329,C16H26N2O16P2,2,16,0,26,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0
982,C02741,559.3157,C15H23N5O14P2,2,14,0,23,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0
983,C03904,,C9H13N3O6R2(C2H2NOR)n,0,1,0,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1
984,C07031,499.5197,C23H29N7O6,0,6,0,29,0,0,0,0,0,0,0,0,7,23,0,0,0,0,0
985,C08607,498.7385,C35H46O2,0,2,0,46,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
986,C11991,516.6216,C26H44O10,0,10,0,44,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
987,C11998,509.6753,C28H47NO7,0,7,0,47,0,0,0,0,0,0,0,0,1,28,0,0,0,0,0
988,C12428,499.5098,C26H29NO9,0,9,0,29,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0
989,C15683,521.686,C29H47NO7,0,7,0,47,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0
990,C16424,575.298,C15H24N5O13P3,3,13,0,24,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0
991,C20152,504.6124,C28H40O8,0,8,0,40,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
992,C20765,559.3986,C18H31N3O13P2,2,13,0,31,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0
993,C00501,565.317,C15H25N3O16P2,2,16,0,25,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0
994,C01593,506.5422,C26H34O10,0,10,0,34,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
995,C03187,548.3296,C16H26N2O15P2,2,15,0,26,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0
996,C04099,,(C18H30O15)n,0,15,0,30,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1
997,C04268,547.3448,C16H27N3O14P2,2,14,0,27,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0
998,C09330,505.5143,C25H31NO10,0,10,0,31,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0
999,C12410,504.4832,C25H28O11,0,11,0,28,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
1000,C19785,502.5221,C19H34N8O8,0,8,0,34,0,0,0,0,0,0,0,0,8,19,0,0,0,0,0
1001,C01219,547.3017,C15H23N3O15P2,2,15,0,23,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0
1002,C02027,472.5275,C26H32O8,0,8,0,32,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
1003,C02079,466.531,C28H26N4O3,0,3,0,26,0,0,0,0,0,0,0,0,4,28,0,0,0,0,0
1004,C02633,480.6341,C27H44O7,0,7,0,44,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
1005,C03514,470.5116,C26H30O8,0,8,0,30,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
1006,C05465,499.7036,C26H45NO6S,0,6,0,45,0,0,0,0,0,0,0,0,1,26,0,1,0,0,0
1007,C06429,328.4883,C22H32O2,0,2,0,32,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
1008,C08281,340.5836,C22H44O2,0,2,0,44,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
1009,C08316,338.5677,C22H42O2,0,2,0,42,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
1010,C08814,480.6771,C28H48O6,0,6,0,48,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
1011,C09328,475.6224,C29H37N3O3,0,3,0,37,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0
1012,C09390,466.6123,C28H38N2O4,0,4,0,38,0,0,0,0,0,0,0,0,2,28,0,0,0,0,0
1013,C16156,1006.4224,C61H100NO8P,1,8,0,100,0,0,0,0,0,0,0,0,1,61,0,0,0,0,0
1014,C16166,1080.023,C43H68N7O17P3S,3,17,0,68,0,0,0,0,0,0,0,0,7,43,0,1,0,0,0
1015,C16170,1082.0389,C43H70N7O17P3S,3,17,0,70,0,0,0,0,0,0,0,0,7,43,0,1,0,0,0
1016,C16533,336.5518,C22H40O2,0,2,0,40,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
1017,C18034,543.3992,C18H31N3O12P2,2,12,0,31,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0
1018,C21351,532.2871,C15H22N2O15P2,2,15,0,22,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0
1019,C00020,347.2212,C10H14N5O7P,1,7,0,14,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0
1020,C02465,650.9735,C15H12I3NO4,0,4,3,12,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0
1021,C04454,356.2264,C9H17N4O9P,1,9,0,17,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0
1022,C07025,345.2053,C10H12N5O7P,1,7,0,12,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0
1023,C12391,306.269,C18H10O5,0,5,0,10,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
1024,C00234,473.4393,C20H23N7O7,0,7,0,23,0,0,0,0,0,0,0,0,7,20,0,0,0,0,0
1025,C01610,471.5096,C22H29N7O5,0,5,0,29,0,0,0,0,0,0,0,0,7,22,0,0,0,0,0
1026,C07349,452.5045,C27H24N4O3,0,3,0,24,0,0,0,0,0,0,0,0,4,27,0,0,0,0,0
1027,C12138,465.3842,C21H21O12,0,12,0,21,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
1028,C12404,452.4533,C25H24O8,0,8,0,24,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
1029,C15794,464.6777,C28H48O5,0,5,0,48,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
1030,C18033,515.346,C16H27N3O12P2,2,12,0,27,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0
1031,C18683,452.4533,C25H24O8,0,8,0,24,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
1032,C20134,477.9777,C25H32ClNO6,0,6,0,32,0,0,0,0,0,0,0,0,1,25,0,0,1,0,0
1033,C20715,460.7321,C30H52O3,0,3,0,52,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1034,C21354,517.3188,C15H25N3O13P2,2,13,0,25,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0
1035,C00044,523.1804,C10H16N5O14P3,3,14,0,16,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0
1036,C00219,304.4669,C20H32O2,0,2,0,32,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
1037,C00455,334.2192,C11H15N2O8P,1,8,0,15,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0
1038,C00575,329.2059,C10H12N5O6P,1,6,0,12,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0
1039,C01441,322.358,C12H26N4O6,0,6,0,26,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0
1040,C01607,312.5304,C20H40O2,0,2,0,40,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
1041,C01821,448.3769,C21H20O11,0,11,0,20,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
1042,C02513,462.6188,C27H42O6,0,6,0,42,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
1043,C03206,442.4187,C22H22N2O8,0,8,0,22,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0
1044,C03242,306.4828,C20H34O2,0,2,0,34,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
1045,C03313,452.7116,C31H48O2,0,2,0,48,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
1046,C04506,,C20H33N2O3SR(C2H2NOR)n,0,1,0,2,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1
1047,C08604,449.3848,C21H21O11,0,11,0,21,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
1048,C08621,444.7327,C30H52O2,0,2,0,52,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1049,C08980,458.7162,C30H50O3,0,3,0,50,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1050,C11994,453.612,C25H43NO6,0,6,0,43,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0
1051,C15802,450.6942,C28H50O4,0,4,0,50,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
1052,C16426,495.3181,C15H23N5O10P2,2,10,0,23,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0
1053,C16526,310.5145,C20H38O2,0,2,0,38,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
1054,C16609,296.3388,C18H17FN2O,0,1,0,17,0,0,0,0,0,0,1,0,2,18,0,0,0,0,0
1055,C17148,456.7003,C30H48O3,0,3,0,48,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1056,C19943,440.7009,C30H48O2,0,2,0,48,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1057,C20350,323.3428,C12H25N3O7,0,7,0,25,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0
1058,C20542,437.5711,C27H35NO4,0,4,0,35,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0
1059,C20586,451.5977,C28H37NO4,0,4,0,37,0,0,0,0,0,0,0,0,1,28,0,0,0,0,0
1060,C21323,306.3105,C16H18O6,0,6,0,18,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
1061,C21590,443.4465,C23H25NO8,0,8,0,25,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0
1062,C01917,468.4992,C18H36N4O10,0,10,0,36,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0
1063,C02141,426.7174,C30H50O,0,1,0,50,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1064,C08616,426.7174,C30H50O,0,1,0,50,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1065,C15790,432.6789,C28H48O3,0,3,0,48,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
1066,C16146,432.6374,C30H40O2,0,2,0,40,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1067,C16494,432.6359,C27H44O4,0,4,0,44,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
1068,C16497,446.6194,C27H42O5,0,5,0,42,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
1069,C17373,473.5404,C20H31N3O8S,0,8,0,31,0,0,0,0,0,0,0,0,3,20,0,1,0,0,0
1070,C20528,421.5717,C27H35NO3,0,3,0,35,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0
1071,C20530,421.6148,C28H39NO2,0,2,0,39,0,0,0,0,0,0,0,0,1,28,0,0,0,0,0
1072,C20553,417.5399,C27H31NO3,0,3,0,31,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0
1073,C21588,428.455,C23H26NO7,0,7,0,26,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0
1074,C21766,414.6221,C30H38O,0,1,0,38,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1075,C01673,416.6365,C27H44O3,0,3,0,44,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
1076,C02477,430.7061,C29H50O2,0,2,0,50,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
1077,C02811,426.4193,C22H22N2O7,0,7,0,22,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0
1078,C03577,455.608,C23H37NO6S,0,6,0,37,0,0,0,0,0,0,0,0,1,23,0,1,0,0,0
1079,C04780,294.429,C18H30O3,0,3,0,30,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
1080,C04895,495.1703,C9H16N5O13P3,3,13,0,16,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0
1081,C05324,303.3116,C12H21N3O6,0,6,0,21,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0
1082,C05446,436.6676,C27H48O4,0,4,0,48,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
1083,C07712,416.6365,C27H44O3,0,3,0,44,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
1084,C11523,426.7174,C30H50O,0,1,0,50,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1085,C12370,408.3576,C22H16O8,0,8,0,16,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
1086,C12424,412.3894,C22H20O8,0,8,0,20,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
1087,C14153,424.6585,C29H44O2,0,2,0,44,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
1088,C15789,416.6795,C28H48O2,0,2,0,48,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
1089,C15798,418.6954,C28H50O2,0,2,0,50,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
1090,C16498,430.62,C27H42O4,0,4,0,42,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
1091,C17333,416.6365,C27H44O3,0,3,0,44,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
1092,C20527,405.6154,C28H39NO,0,1,0,39,0,0,0,0,0,0,0,0,1,28,0,0,0,0,0
1093,C20534,405.5723,C27H35NO2,0,2,0,35,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0
1094,C01091,414.4947,C23H30N2O5,0,5,0,30,0,0,0,0,0,0,0,0,2,23,0,0,0,0,0
1095,C01561,400.6371,C27H44O2,0,2,0,44,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
1096,C05418,402.6529,C27H46O2,0,2,0,46,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
1097,C05452,404.6688,C27H48O2,0,2,0,48,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
1098,C05455,400.6371,C27H44O2,0,2,0,44,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
1099,C05500,402.6529,C27H46O2,0,2,0,46,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
1100,C05501,418.6523,C27H46O3,0,3,0,46,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
1101,C06566,446.4323,C16H22N4O9S,0,9,0,22,0,0,0,0,0,0,0,0,4,16,0,1,0,0,0
1102,C06654,398.3661,C20H18N2O7,0,7,0,18,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0
1103,C12369,394.3311,C21H14O8,0,8,0,14,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
1104,C12382,400.3356,C20H16O9,0,9,0,16,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
1105,C12419,398.3628,C21H18O8,0,8,0,18,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
1106,C12421,396.3469,C21H16O8,0,8,0,16,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
1107,C14151,402.6529,C27H46O2,0,2,0,46,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
1108,C14154,410.6319,C28H42O2,0,2,0,42,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
1109,C15519,402.6529,C27H46O2,0,2,0,46,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
1110,C15787,402.696,C28H50O,0,1,0,50,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
1111,C15882,402.6529,C27H46O2,0,2,0,46,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
1112,C20525,389.616,C28H39N,0,0,0,39,0,0,0,0,0,0,0,0,1,28,0,0,0,0,0
1113,C20737,396.6053,C27H40O2,0,2,0,40,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
1114,C00170,297.3335,C11H15N5O3S,0,3,0,15,0,0,0,0,0,0,0,0,5,11,0,1,0,0,0
1115,C00239,307.1971,C9H14N3O7P,1,7,0,14,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0
1116,C00387,283.2407,C10H13N5O5,0,5,0,13,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0
1117,C00712,282.4614,C18H34O2,0,2,0,34,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
1118,C02986,,C7H12N3O4R(C2H2NOR)n,0,1,0,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1
1119,C03035,1027.9484,C39H64N7O17P3S,3,17,0,64,0,0,0,0,0,0,0,0,7,39,0,1,0,0,0
1120,C04376,314.1865,C8H15N2O9P,1,9,0,15,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0
1121,C04421,290.2698,C11H18N2O7,0,7,0,18,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0
1122,C19888,,C11H17N2O6R,0,6,0,17,0,0,0,0,0,0,0,1,2,11,0,0,0,0,0
1123,C00075,484.1411,C9H15N2O15P3,3,15,0,15,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0
1124,C01600,,C11H21O15P2R,2,15,0,21,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0
1125,C02673,398.4953,C23H30N2O4,0,4,0,30,0,0,0,0,0,0,0,0,2,23,0,0,0,0,0
1126,C04713,415.3382,C15H22N5O7P,1,7,0,22,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0
1127,C05011,387.514,C26H29NO2,0,2,0,29,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0
