,id,mol_weight,formula,P,O,I,H,Se,Mo,X,Mg,Br,As,F,R,N,C,Zn,S,Cl,Co,polymer
0,C00002,507.181,C10H16N5O13P3,3,13,0,16,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0
1,C00003,664.433,C21H28N7O14P2,2,14,0,28,0,0,0,0,0,0,0,0,7,21,0,0,0,0,0
2,C00005,745.4209,C21H30N7O17P3,3,17,0,30,0,0,0,0,0,0,0,0,7,21,0,0,0,0,0
3,C00007,31.9988,O2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,C00011,44.0095,CO2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,C00016,785.5497,C27H33N9O15P2,2,15,0,33,0,0,0,0,0,0,0,0,9,27,0,0,0,0,0
6,C00018,247.1419,C8H10NO6P,1,6,0,10,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0
7,C00022,88.0621,C3H4O3,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
8,C00025,147.1293,C5H9NO4,0,4,0,9,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
9,C00026,146.0981,C5H6O5,0,5,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
10,C00029,566.3018,C15H24N2O17P2,2,17,0,24,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0
11,C00031,180.1559,C6H12O6,0,6,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
12,C00036,132.0716,C4H4O5,0,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
13,C00037,75.0666,C2H5NO2,0,2,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
14,C00042,118.088,C4H6O4,0,4,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
15,C00043,607.3537,C17H27N3O17P2,2,17,0,27,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0
16,C00047,146.1876,C6H14N2O2,0,2,0,14,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0
17,C00048,74.0355,C2H2O3,0,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18,C00049,133.1027,C4H7NO4,0,4,0,7,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
19,C00061,456.3438,C17H21N4O9P,1,9,0,21,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0
20,C00062,174.201,C6H14N4O2,0,2,0,14,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0
21,C00065,105.0926,C3H7NO3,0,3,0,7,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
22,C00067,30.026,CH2O,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,C00071,,CHOR,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
24,C00072,176.1241,C6H8O6,0,6,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
25,C00074,168.042,C3H5O6P,1,6,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
26,C00077,132.161,C5H12N2O2,0,2,0,12,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0
27,C00078,204.2252,C11H12N2O2,0,2,0,12,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0
28,C00079,165.1891,C9H11NO2,0,2,0,11,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0
29,C00082,181.1885,C9H11NO3,0,3,0,11,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0
30,C00084,44.0526,C2H4O,0,1,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
31,C00085,260.1358,C6H13O9P,1,9,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
32,C00089,342.2965,C12H22O11,0,11,0,22,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
33,C00091,867.6069,C25H40N7O19P3S,3,19,0,40,0,0,0,0,0,0,0,0,7,25,0,1,0,0,0
34,C00092,260.1358,C6H13O9P,1,9,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
35,C00093,172.0737,C3H9O6P,1,6,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
36,C00095,180.1559,C6H12O6,0,6,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
37,C00100,823.5974,C24H40N7O17P3S,3,17,0,40,0,0,0,0,0,0,0,0,7,24,0,1,0,0,0
38,C00101,445.4292,C19H23N7O6,0,6,0,23,0,0,0,0,0,0,0,0,7,19,0,0,0,0,0
39,C00106,112.0868,C4H4N2O2,0,2,0,4,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
40,C00109,102.0886,C4H6O3,0,3,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
41,C00111,170.0578,C3H7O6P,1,6,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
42,C00114,104.1708,C5H14NO,0,1,0,14,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
43,C00116,92.0938,C3H8O3,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
44,C00117,230.1098,C5H11O8P,1,8,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
45,C00121,150.1299,C5H10O5,0,5,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
46,C00123,131.1729,C6H13NO2,0,2,0,13,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0
47,C00124,180.1559,C6H12O6,0,6,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
48,C00129,246.0921,C5H12O7P2,2,7,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
49,C00136,837.624,C25H42N7O17P3S,3,17,0,42,0,0,0,0,0,0,0,0,7,25,0,1,0,0,0
50,C00137,180.1559,C6H12O6,0,6,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
51,C00143,457.4399,C20H23N7O6,0,6,0,23,0,0,0,0,0,0,0,0,7,20,0,0,0,0,0
52,C00148,115.1305,C5H9NO2,0,2,0,9,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
53,C00154,1005.9429,C37H66N7O17P3S,3,17,0,66,0,0,0,0,0,0,0,0,7,37,0,1,0,0,0
54,C00161,,C2HO3R,0,3,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
55,C00164,102.0886,C4H6O3,0,3,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
56,C00166,164.158,C9H8O3,0,3,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
57,C00168,104.0615,C3H4O4,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
58,C00173,,C3H4OSR2,0,1,0,4,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0
59,C00178,126.1133,C5H6N2O2,0,2,0,6,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0
60,C00185,342.2965,C12H22O11,0,11,0,22,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
61,C00187,386.6535,C27H46O,0,1,0,46,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
62,C00188,119.1192,C4H9NO3,0,3,0,9,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
63,C00193,106.1219,C7H6O,0,1,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
64,C00195,,C19H36NO3R,0,3,0,36,0,0,0,0,0,0,0,1,1,19,0,0,0,0,0
65,C00196,154.1201,C7H6O4,0,4,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
66,C00197,186.0572,C3H7O7P,1,7,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
67,C00199,230.1098,C5H11O8P,1,8,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
68,C00204,178.14,C6H10O6,0,6,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
69,C00207,58.0791,C3H6O,0,1,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
70,C00212,267.2413,C10H13N5O4,0,4,0,13,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0
71,C00216,150.1299,C5H10O5,0,5,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
72,C00222,88.0621,C3H4O3,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
73,C00232,102.0886,C4H6O3,0,3,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
74,C00236,266.0371,C3H8O10P2,2,10,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
75,C00246,88.1051,C4H8O2,0,2,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
76,C00247,180.1559,C6H12O6,0,6,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
77,C00248,205.3408,C8H15NOS2,0,1,0,15,0,0,0,0,0,0,0,0,1,8,0,2,0,0,0
78,C00250,167.162,C8H9NO3,0,3,0,9,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0
79,C00251,226.1828,C10H10O6,0,6,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
80,C00257,196.1553,C6H12O7,0,7,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
81,C00258,106.0773,C3H6O4,0,4,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
82,C00263,119.1192,C4H9NO3,0,3,0,9,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
83,C00264,,C24H37N7O18P3SR,3,18,0,37,0,0,0,0,0,0,0,1,7,24,0,1,0,0,0
84,C00266,60.052,C2H4O2,0,2,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
85,C00272,241.2471,C9H15N5O3,0,3,0,15,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0
86,C00273,178.14,C6H10O6,0,6,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
87,C00279,200.0838,C4H9O7P,1,7,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
88,C00280,286.4085,C19H26O2,0,2,0,26,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
89,C00295,156.0963,C5H4N2O4,0,4,0,4,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0
90,C00296,192.1666,C7H12O6,0,6,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
91,C00309,150.1299,C5H10O5,0,5,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
92,C00311,192.1235,C6H8O7,0,7,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
93,C00314,169.1778,C8H11NO3,0,3,0,11,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0
94,C00315,145.2459,C7H19N3,0,0,0,19,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0
95,C00318,161.1989,C7H15NO3,0,3,0,15,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0
96,C00322,160.1247,C6H8O5,0,5,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
97,C00325,589.3417,C16H25N5O15P2,2,15,0,25,0,0,0,0,0,0,0,0,5,16,0,0,0,0,0
98,C00331,203.1941,C11H9NO3,0,3,0,9,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0
99,C00332,851.6075,C25H40N7O18P3S,3,18,0,40,0,0,0,0,0,0,0,0,7,25,0,1,0,0,0
100,C00342,,C10H14N4O4S2R4,0,4,0,14,0,0,0,0,0,0,0,4,4,10,0,2,0,0,0
101,C00345,276.1352,C6H13O10P,1,10,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
102,C00349,102.0886,C4H6O3,0,3,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
103,C00352,259.151,C6H14NO8P,1,8,0,14,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0
104,C00353,450.4432,C20H36O7P2,2,7,0,36,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
105,C00357,301.1877,C8H16NO9P,1,9,0,16,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0
106,C00376,284.4357,C20H28O,0,1,0,28,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
107,C00378,265.3546,C12H17N4OS,0,1,0,17,0,0,0,0,0,0,0,0,4,12,0,1,0,0,0
108,C00390,,C14H20O4(C5H8)n,0,4,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
109,C00392,182.1718,C6H14O6,0,6,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
110,C00400,156.2652,C10H20O,0,1,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
111,C00408,129.157,C6H11NO2,0,2,0,11,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0
112,C00410,314.4617,C21H30O2,0,2,0,30,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
113,C00412,1033.9961,C39H70N7O17P3S,3,17,0,70,0,0,0,0,0,0,0,0,7,39,0,1,0,0,0
114,C00414,98.143,C6H10O,0,1,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
115,C00415,443.4133,C19H21N7O6,0,6,0,21,0,0,0,0,0,0,0,0,7,19,0,0,0,0,0
116,C00418,148.1571,C6H12O4,0,4,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
117,C00423,148.1586,C9H8O2,0,2,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
118,C00424,74.0785,C3H6O2,0,2,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
119,C00427,352.4651,C20H32O5,0,5,0,32,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
120,C00466,88.1051,C4H8O2,0,2,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
121,C00468,270.3661,C18H22O2,0,2,0,22,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
122,C00473,286.4516,C20H30O,0,1,0,30,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
123,C00477,464.6347,C27H44O6,0,6,0,44,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
124,C00479,58.0791,C3H6O,0,1,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
125,C00493,174.1513,C7H10O5,0,5,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
126,C00500,582.6463,C33H34N4O6,0,6,0,34,0,0,0,0,0,0,0,0,4,33,0,0,0,0,0
127,C00503,122.1198,C4H10O4,0,4,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
128,C00509,272.2528,C15H12O5,0,5,0,12,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
129,C00510,1031.9802,C39H68N7O17P3S,3,17,0,68,0,0,0,0,0,0,0,0,7,39,0,1,0,0,0
130,C00512,871.6402,C28H40N7O17P3S,3,17,0,40,0,0,0,0,0,0,0,0,7,28,0,1,0,0,0
131,C00517,240.4247,C16H32O,0,1,0,32,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
132,C00522,148.1571,C6H12O4,0,4,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
133,C00523,290.4403,C19H30O2,0,2,0,30,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
134,C00525,204.2252,C11H12N2O2,0,2,0,12,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0
135,C00527,881.6335,C26H42N7O19P3S,3,19,0,42,0,0,0,0,0,0,0,0,7,26,0,1,0,0,0
136,C00535,288.4244,C19H28O2,0,2,0,28,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
137,C00546,72.0627,C3H4O2,0,2,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
138,C00552,150.0868,C4H6O6,0,6,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
139,C00557,84.1164,C5H8O,0,1,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
140,C00558,194.1394,C6H10O7,0,7,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
141,C00561,133.1473,C8H7NO,0,1,0,7,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0
142,C00583,76.0944,C3H8O2,0,2,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
143,C00584,352.4651,C20H32O5,0,5,0,32,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
144,C00590,180.2005,C10H12O3,0,3,0,12,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
145,C00593,124.1158,C2H4O4S,0,4,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
146,C00599,384.6377,C27H44O,0,1,0,44,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
147,C00601,120.1485,C8H8O,0,1,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
148,C00603,134.0907,C3H6N2O4,0,4,0,6,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
149,C00605,,C24H37N7O17P3SR,3,17,0,37,0,0,0,0,0,0,0,1,7,24,0,1,0,0,0
150,C00618,194.1394,C6H10O7,0,7,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
151,C00619,272.425,C19H28O,0,1,0,28,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
152,C00621,,C20H38O7P2(C5H8)n,2,7,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
153,C00625,,C7H12NO6R,0,6,0,12,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0
154,C00630,837.624,C25H42N7O17P3S,3,17,0,42,0,0,0,0,0,0,0,0,7,25,0,1,0,0,0
155,C00632,153.1354,C7H7NO3,0,3,0,7,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0
156,C00637,159.1846,C10H9NO,0,1,0,9,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0
157,C00639,354.481,C20H34O5,0,5,0,34,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
158,C00644,262.1517,C6H15O9P,1,9,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
159,C00659,146.1412,C6H10O4,0,4,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
160,C00672,214.1104,C5H11O7P,1,7,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
161,C00681,,C4H8O7PR,1,7,0,8,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
162,C00684,148.114,C5H8O5,0,5,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
163,C00685,,C3H2O2SR2,0,2,0,2,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0
164,C00688,546.3137,C16H24N2O15P2,2,15,0,24,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0
165,C00691,178.14,C6H10O6,0,6,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
166,C00695,408.5714,C24H40O5,0,5,0,40,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
167,C00696,352.4651,C20H32O5,0,5,0,32,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
168,C00717,,C2H5O2R,0,2,0,5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
169,C00729,141.2108,C8H15NO,0,1,0,15,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0
170,C00735,362.4599,C21H30O5,0,5,0,30,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
171,C00745,162.2316,C10H14N2,0,0,0,14,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0
172,C00755,152.1473,C8H8O3,0,3,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
173,C00756,130.2279,C8H18O,0,1,0,18,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
174,C00757,336.3612,C20H18NO4,0,4,0,18,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0
175,C00762,360.444,C21H28O5,0,5,0,28,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
176,C00766,224.2546,C15H12O2,0,2,0,12,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
177,C00785,138.124,C6H6N2O2,0,2,0,6,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0
178,C00786,286.2794,C16H14O5,0,5,0,14,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
179,C00808,152.2334,C10H16O,0,1,0,16,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
180,C00814,284.2635,C16H12O5,0,5,0,12,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
181,C00822,195.1721,C9H9NO4,0,4,0,9,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0
182,C00828,,C16H16O2(C5H8)n,0,2,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
183,C00830,118.045,C3H2O5,0,5,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
184,C00835,237.2153,C9H11N5O3,0,3,0,11,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0
185,C00836,301.5078,C18H39NO2,0,2,0,39,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0
186,C00843,154.2493,C10H18O,0,1,0,18,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
187,C00846,160.1247,C6H8O5,0,5,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
188,C00847,183.1614,C8H9NO4,0,4,0,9,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0
189,C00848,168.2328,C10H16O2,0,2,0,16,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
190,C00860,141.171,C6H11N3O,0,1,0,11,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
191,C00869,298.4608,C18H34O3,0,3,0,34,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
192,C00877,835.6081,C25H40N7O17P3S,3,17,0,40,0,0,0,0,0,0,0,0,7,25,0,1,0,0,0
193,C00891,302.4941,C21H34O,0,1,0,34,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
194,C00897,342.2965,C12H22O11,0,11,0,22,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
195,C00900,132.1146,C5H8O4,0,4,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
196,C00903,132.1592,C9H8O,0,1,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
197,C00922,144.1253,C6H8O4,0,4,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
198,C00957,120.1271,C3H4O3S,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
199,C00964,152.2334,C10H16O,0,1,0,16,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
200,C00969,74.0785,C3H6O2,0,2,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
201,C00974,288.2522,C15H12O6,0,6,0,12,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
202,C00975,148.071,C4H4O6,0,6,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
203,C01012,130.1418,C6H10O3,0,3,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
204,C01015,131.1299,C5H9NO3,0,3,0,9,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
205,C01018,164.1565,C6H12O5,0,5,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
206,C01031,335.3336,C11H17N3O7S,0,7,0,17,0,0,0,0,0,0,0,0,3,11,0,1,0,0,0
207,C01033,851.6505,C26H44N7O17P3S,3,17,0,44,0,0,0,0,0,0,0,0,7,26,0,1,0,0,0
208,C01034,272.425,C19H28O,0,1,0,28,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
209,C01040,178.14,C6H10O6,0,6,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
210,C01050,679.4164,C20H31N3O19P2,2,19,0,31,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0
211,C01056,178.231,C10H14N2O,0,1,0,14,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0
212,C01062,194.1394,C6H10O7,0,7,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
213,C01063,909.6866,C28H46N7O19P3S,3,19,0,46,0,0,0,0,0,0,0,0,7,28,0,1,0,0,0
214,C01066,112.1265,C6H8O2,0,2,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
215,C01090,292.4562,C19H32O2,0,2,0,32,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
216,C01111,221.1663,C10H7NO5,0,5,0,7,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0
217,C01123,152.2334,C10H16O,0,1,0,16,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
218,C01126,222.3663,C15H26O,0,1,0,26,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
219,C01138,661.554,C21H40N7O15P,1,15,0,40,0,0,0,0,0,0,0,0,7,21,0,0,0,0,0
220,C01142,146.1876,C6H14N2O2,0,2,0,14,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0
221,C01147,114.1424,C6H10O2,0,2,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
222,C01151,310.0897,C5H12O11P2,2,11,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
223,C01163,186.1189,C7H6O6,0,6,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
224,C01176,330.4611,C21H30O3,0,3,0,30,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
225,C01179,180.1574,C9H8O4,0,4,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
226,C01189,386.6535,C27H46O,0,1,0,46,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
227,C01192,408.4666,C19H37O7P,1,7,0,37,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
228,C01198,166.1739,C9H10O3,0,3,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
229,C01203,,C18H33OSR,0,1,0,33,0,0,0,0,0,0,0,1,0,18,0,1,0,0,0
230,C01207,198.1727,C9H10O5,0,5,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
231,C01217,776.6827,C30H45N6O16P,1,16,0,45,0,0,0,0,0,0,0,0,6,30,0,0,0,0,0
232,C01226,292.4131,C18H28O3,0,3,0,28,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
233,C01227,288.4244,C19H28O2,0,2,0,28,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
234,C01244,431.9505,C9H6I2O4,0,4,2,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
235,C01268,354.2106,C9H15N4O9P,1,9,0,15,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0
236,C01295,192.1666,C7H12O6,0,6,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
237,C01301,434.6517,C27H46O4,0,4,0,46,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
238,C01302,349.2305,C12H16NO9P,1,9,0,16,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0
239,C01304,353.2258,C9H16N5O8P,1,8,0,16,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0
240,C01312,352.4651,C20H32O5,0,5,0,32,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
241,C01378,288.2522,C15H12O6,0,6,0,12,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
242,C01408,212.2439,C14H12O2,0,2,0,12,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
243,C01412,72.1057,C4H8O,0,1,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
244,C01450,,COR2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
245,C01460,432.3775,C21H20O10,0,10,0,20,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
