,Node,Degree Centrality,PageRank,Betweenness Centrality,formula,mol_weight
2474,C02922,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C16H14O5,286.2794
2475,C01864,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C12H8O4,216.1895
2476,C11510,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C7H5Cl3O,211.473
2477,C19859,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C13H18O3(C5H8)n,999.0
2478,C06566,0.0003559352197899982,0.00013724842997535277,0.00034060301559114115,C16H22N4O9S,446.4323
2479,C03575,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C7H7IO,234.0344
2480,C21161,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C16H19N3O6,349.3386
2481,C20758,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C6H8N2O4SR2,999.0
2482,C02724,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C6H8N,94.1344
2483,C03711,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C9H13NO,151.2056
2484,C20752,0.0003559352197899982,0.00013724842997535277,0.00034060301559114115,C16H23N6O11PS(C5H8O6PR)n(C5H8O6PR)n,999.0
2485,C09581,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C20H24NO4,342.4089
2486,C14153,0.0003559352197899982,0.00013724842997535277,0.00034060301559114115,C29H44O2,424.6585
2487,C05318,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C18H20N,250.3581
2488,C09341,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C21H25NO4,355.4275
2489,C19895,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C16H14O3,254.2806
2490,C04552,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C18H16O8,360.3148
2491,C15616,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C16H12O3,252.2647
2492,C20872,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C16H12O3,252.2647
2493,C10452,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C10H12O,148.2017
2494,C21444,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C14H15N3O2,257.2878
2495,C12422,0.0003559352197899982,0.00013724842997535277,0.00034060301559114115,C22H18O8,410.3735
2496,C14154,0.0003559352197899982,0.00013724842997535277,0.00034060301559114115,C28H42O2,410.6319
2497,C16714,0.0003559352197899982,0.00013724842997535277,0.00034060301559114115,C22H27NO5,385.4535
2498,C05319,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C7H13N2O2SR2,999.0
2499,C04311,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C6H8N2O4R2,999.0
2500,C02162,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C13H10O5,246.2155
2501,C01967,0.0003559352197899982,0.00013724842997535277,0.00034060301559114115,C54H82O4,795.2265
2502,C17401,0.0003559352197899982,0.00013724842997535277,0.00034060301559114115,C43H46CoN4O16,933.7757
2503,C11545,0.0003559352197899982,0.00013724842997535277,0.00034060301559114115,C45H59CoN4O14,938.9016
2504,C16293,0.0003559352197899982,0.00013724842997535277,0.00034060301559114115,C43H49O22,917.836
2505,C05314,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C17H19N,237.3395
2506,C05772,0.0003559352197899982,0.00013724842997535277,0.00034060301559114115,C43H50N4O16,878.8743
2507,C10428,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C10H12O,148.2017
2508,C18073,0.0003559352197899982,0.00013724842997535277,0.00034060301559114115,C38H45N3O12,735.7768
2509,C04208,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C15H13NO4,271.268
2510,C09330,0.0003559352197899982,0.00013724842997535277,0.00034060301559114115,C25H31NO10,505.5143
2511,C04459,0.0003559352197899982,0.00013724842997535277,0.00034060301559114115,(C22H34O18)n,999.0
2512,C04527,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C16H12O8,332.2617
2513,C04725,0.0003559352197899982,0.00013724842997535277,0.00034060301559114115,(C19H32O15)n,999.0
2514,C16705,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C13H19NO3,237.2949
2515,C10478,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C11H14O2,178.2277
2516,C02381,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C11H12O4,208.2106
2517,C21162,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C15H17N3O6,335.312
2518,C07308,0.0003559352197899982,0.00013724842997535277,0.0003406030155911411,C2H7AsO2,137.9974
2519,C01219,0.0005339028296849973,0.00013720896211191012,0.0003277447170076655,C15H23N3O15P2,547.3017
2520,C03082,0.0007118704395799964,0.00013716371126234583,3.4479430903288535e-05,C4H8NO7P,213.0826
2521,C18286,0.0005339028296849973,0.00013715500010069536,1.3617148403520304e-05,C20H12O,268.3087
2522,C04910,0.0005339028296849973,0.0001371114671857333,7.571254842072293e-05,C45H79N2O23R,999.0
2523,C17948,0.0005339028296849973,0.00013710640180616626,0.00017644513696589087,C4H7O5P,166.0691
2524,C01678,0.0005339028296849973,0.00013707861933060455,3.6803024363233625e-05,C2H7NS,77.1487
2525,C16219,0.0005339028296849973,0.00013707448932733467,1.671862102841247e-05,C18H33O2SR,999.0
2526,C00614,0.0005339028296849973,0.00013703595752370578,0.00020255215953174884,C6H8N2O4R2,999.0
2527,C21509,0.0005339028296849973,0.0001369917169937254,5.486103291551657e-06,C14H20NO4R,999.0
2528,C08012,0.0005339028296849973,0.00013698438590348776,0.0,C23H31NO2,353.4977
2529,C02295,0.0003559352197899982,0.0001368842495421417,1.5839053924439222e-07,C6H8O4,144.1253
2530,C04642,0.0005339028296849973,0.00013687981257716708,2.9059762076285856e-05,C8H8O6,200.1455
2531,C16547,0.0005339028296849973,0.00013683277611721068,8.738825231678687e-05,C25H27NO2,373.4874
2532,C02930,0.0003559352197899982,0.00013681946668518322,0.0001570126793878619,C6H8O4,144.1253
2533,C18044,0.0005339028296849973,0.00013678839129328645,4.23425808726882e-05,C21H32O5S,396.5408
2534,C21003,0.0003559352197899982,0.0001367250003609372,0.00034060301559114104,C22H26O5,370.4388
2535,C20406,0.0003559352197899982,0.0001367250003609372,0.00034060301559114104,C22H32O4,360.4871
2536,C21496,0.0003559352197899982,0.0001367250003609372,0.00034060301559114104,C19H22O4,314.3756
2537,C16339,0.0005339028296849973,0.00013669558873313607,1.985078023827734e-05,C33H52N7O18P3S,959.7884
2538,C16464,0.0005339028296849973,0.0001365981466738821,1.8288986860306396e-05,C31H52N7O17P3S,919.7676
2539,C11945,0.0005339028296849973,0.00013659276500323914,1.729398591308819e-05,C31H50N7O17P3S,917.7517
2540,C04783,0.0005339028296849973,0.00013658999293634757,5.587490799704847e-05,C8H8O6,200.1455
2541,C18314,0.0005339028296849973,0.00013658999293634757,5.587490799704847e-05,C8H8O6,200.1455
2542,C05908,0.0003559352197899982,0.0001365279032728763,0.00034060301559114126,C15H11O7,303.2436
2543,C18043,0.0005339028296849973,0.00013638745731060268,4.2461839113915436e-05,C27H46O4S,466.7167
2544,C14143,0.0005339028296849973,0.00013637118046806002,2.9260389897278337e-05,C27H44N7O19P3S,895.66
2545,C12626,0.0005339028296849973,0.00013628816520589942,2.6463620330349592e-05,C21H20O11,448.3769
2546,C03515,0.0005339028296849973,0.00013623663164716754,4.70890472974461e-06,C21H18O12,462.3604
2547,C01408,0.0003559352197899982,0.00013619720688405043,0.00034060301559114093,C14H12O2,212.2439
2548,C19567,0.0005339028296849973,0.00013615681375613996,1.4255148531995301e-07,C9H9NO2,163.1733
2549,C06337,0.0005339028296849973,0.00013606996013927663,0.00019803696411557688,C8H6O4,166.1308
2550,C02538,0.0005339028296849973,0.00013605552299257752,1.5665493947229e-05,C18H22O5S,350.4293
2551,C15970,0.0005339028296849973,0.00013603553076256813,4.518527484040166e-05,C21H30O9,426.4575
2552,C07054,0.0005339028296849973,0.0001360262271377244,7.402323774584899e-05,C6H7N3O,137.1393
2553,C17962,0.0005339028296849973,0.00013602465769752296,3.8009704083258494e-05,C4H10NO4P,167.1003
2554,C03494,0.0005339028296849973,0.0001359439567374291,0.00035532488058015026,C4H11O7P,202.0997
2555,C20327,0.0005339028296849973,0.00013592578479605227,3.664365601208448e-06,C10H10O3,178.1846
2556,C17232,0.0005339028296849973,0.00013592578479605227,3.664365601208449e-06,C11H20O3S,232.3397
2557,C02508,0.0005339028296849973,0.0001359253713384857,3.396347890164014e-05,C5H10O7PR,999.0
2558,C04535,0.0005339028296849973,0.00013589788961049763,7.855778620183433e-06,C9H12O4,184.1892
2559,C15579,0.0003559352197899982,0.00013586381323278679,0.00034060301559114093,C27H32O12,548.5358
2560,C14087,0.0005339028296849973,0.00013583106694963534,0.0001647854332074592,C8H8O2,136.1479
2561,C20450,0.0005339028296849973,0.00013578431208700794,2.416271792058158e-05,C6H4O5,156.093
2562,C14419,0.0003559352197899982,0.00013576614535860596,0.00034060301559114126,C6H5Cl2N,162.0166
2563,C21570,0.0003559352197899982,0.0001357431050777827,0.0006810793187508867,C10H10N2O2,190.1986
2564,C16709,0.0003559352197899982,0.0001357431050777827,0.0006810793187508868,C22H27NO5,385.4535
2565,C08526,0.0003559352197899982,0.0001357431050777827,0.0006810793187508867,C17H21NO3,287.3535
2566,C08830,0.0003559352197899982,0.0001357431050777827,0.0006810793187508868,C31H52O,440.744
2567,C16419,0.0003559352197899982,0.0001357431050777827,0.0006810793187508867,C16H14O4,270.28
2568,C01823,0.0005339028296849973,0.00013570294364100032,5.754717551211494e-06,C18H36N4O11,484.4986
2569,C09824,0.0005339028296849973,0.00013566381894032214,6.335621569775689e-08,C28H46N7O19P3S,909.6866
2570,C05762,0.0005339028296849973,0.0001354716368621804,1.1542442668134948e-05,C16H29O2SR,999.0
2571,C04091,0.0005339028296849973,0.0001354714325169286,4.8777872099468064e-05,C6H8O2,112.1265
2572,C07304,0.0005339028296849973,0.00013546342241329708,6.9506650865563355e-06,C25H33NO11,523.5296
2573,C01008,0.0005339028296849973,0.0001354485096729756,4.4142902654596466e-05,C3H9S,77.1686
2574,C14145,0.0005339028296849973,0.00013542401914029537,0.00030927985267823345,C27H44N7O20P3S,911.6594
2575,C21205,0.0005339028296849973,0.00013538846170739428,2.1118738565918962e-07,C7H13O8P,256.1471
2576,C11457,0.0005339028296849973,0.00013535117943129691,3.1968249880590574e-05,C9H10O3,166.1739
2577,C11588,0.0005339028296849973,0.00013535117943129691,3.1968249880590574e-05,C9H12O4,184.1892
2578,C07028,0.0005339028296849973,0.00013535075415465215,5.312489508742807e-05,C21H26N7O9P,551.4464
2579,C11947,0.0005339028296849973,0.00013533124725154783,0.0003734508615292965,C31H52N7O18P3S,935.767
2580,C01371,0.0003559352197899982,0.0001353209271199047,0.00033141879986326193,HR,999.0
2581,C11932,0.0005339028296849973,0.00013530701890995212,0.0004918583323105211,C16H24N2O14P2,530.3143
2582,C04194,0.0005339028296849973,0.00013520371938554015,3.0058501731715948e-06,C27H30O12,546.5199
2583,C05753,0.0005339028296849973,0.0001351242034084141,3.7748959419736e-05,C10H17O2SR,999.0
2584,C11051,0.0005339028296849973,0.00013511805411338344,6.470132602538673e-05,C28H48O7,496.6765
2585,C03004,0.0005339028296849973,0.00013506081522889112,3.4950656799589407e-06,C9H11NO4,197.1879
2586,C16471,0.0005339028296849973,0.00013493185936572368,2.1654366712488585e-05,C28H44N7O18P3S,891.6713
2587,C05827,0.0005339028296849973,0.0001348793948509273,9.923899461065183e-05,C6H8N2O,124.1405
2588,C11427,0.0005339028296849973,0.00013486767347688656,0.0001648344748083652,C11H8O2,172.18
2589,C18778,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C25H24O9,468.4527
2590,C20307,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C15H24O,220.3505
2591,C21331,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C25H33NO3,395.5344
2592,C20586,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C28H37NO4,451.5977
2593,C10553,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C21H20O8,400.3787
2594,C20153,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C28H40O9,520.6118
2595,C00722,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C2H2OR2,999.0
2596,C20510,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C30H48O3,456.7003
2597,C17148,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C30H48O3,456.7003
2598,C20529,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C28H39NO2,421.6148
2599,C20526,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C28H39NO,405.6154
2600,C15941,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C46H66O7,731.012
2601,C20150,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C20H32O,288.4675
2602,C21321,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C11H8O6,236.1776
2603,C20146,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C20H32O,288.4675
2604,C17953,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C15H24O,220.3505
2605,C04731,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C12H15NO,189.2536
2606,C02034,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C20H26O6,362.4168
2607,C15612,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C18H25NO6,351.3942
2608,C20603,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C6H12N4O3,188.1845
2609,C18349,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C15H12O10,352.2498
2610,C21081,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C28H40N7O19P3S,903.639
2611,C05190,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C20H19NO6,369.368
2612,C16482,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C7H7FO4,174.1265
2613,C20554,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C27H31NO4,433.5393
2614,C12402,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C19H14O6,338.3109
2615,C20536,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C28H39NO3,437.6142
2616,C20766,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C18H31N3O14P2,575.398
2617,C02809,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C12H15N3O3S,281.3308
2618,C21376,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C8H8NO3SR,999.0
2619,C02921,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C15H10O3,238.2381
2620,C15937,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C48H70O7,759.0652
2621,C04379,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C21H28O3,328.4452
2622,C20670,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C6H6ClNO3,175.5697
2623,C16475,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C6H5FO4,160.0999
2624,C08601,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C40H56O2,568.8714
2625,C19938,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C15H24O,220.3505
2626,C01183,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C8H11NO,137.179
2627,C18296,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C22H22N2O9,458.4181
2628,C21134,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C21H15N3O3,357.3621
2629,C04792,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C27H52NO9PR,999.0
2630,C08577,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C15H10O7,302.2357
2631,C15983,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C53H78O8(CH2)n,999.0
2632,C05155,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C10H8ClN3O5,285.6406
2633,C11872,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C20H32O,288.4675
2634,C20431,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C18H20O4,300.349
2635,C08532,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C16H17NO4,287.3105
2636,C09328,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C29H37N3O3,475.6224
2637,C11848,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C16H21NO2,259.3434
2638,C19711,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C15H24O,220.3505
2639,C21697,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C14H18NO6R,999.0
2640,C14857,0.0003559352197899982,0.00013482848322137728,0.00034060301559114093,C2H2Cl2O,112.9427
2641,C12401,0.0005339028296849973,0.00013477097513487642,7.416585899691396e-07,C20H16O7,368.3368
2642,C02730,0.0005339028296849973,0.00013475714945045215,6.924906283322698e-05,C11H10O5,222.1941
2643,C01530,0.0005339028296849973,0.00013473062917222092,0.00046550681938454695,C18H36O2,284.4772
2644,C01751,0.0005339028296849973,0.000134623783982143,6.418085215604517e-07,C6H6O2,110.1106
2645,C14784,0.0005339028296849973,0.0001345433160444546,1.5331331698543282e-05,C10H10O3,178.1846
2646,C12641,0.0005339028296849973,0.00013453008717613594,1.6172175540959187e-05,C39H39O21,843.7144
2647,C16500,0.0005339028296849973,0.0001345252180580371,6.459706334549194e-05,C27H44O8,496.6335
2648,C20372,0.0005339028296849973,0.00013450901669727702,5.6313253753551304e-06,C6H7O4SR,999.0
2649,C01468,0.0005339028296849973,0.0001344626885509846,5.4249409816031495e-05,C7H8O,108.1378
2650,C05938,0.0005339028296849973,0.00013443498893489421,0.00023415131527487176,C5H9NO4,147.1293
2651,C19873,0.0005339028296849973,0.0001344265524535202,6.470132602538672e-05,C28H48O6,480.6771
2652,C04556,0.0005339028296849973,0.00013426648547931275,7.678127586004682e-06,C6H10N3O4P,219.1351
2653,C03794,0.0007118704395799964,0.0001342562898568653,5.830163245179326e-07,C14H18N5O11P,463.2934
2654,C00978,0.0005339028296849973,0.00013422776311407478,4.7968266173552314e-05,C12H14N2O2,218.2518
2655,C11948,0.0005339028296849973,0.00013420884320749615,1.154996320451958e-06,C31H50N7O18P3S,933.7511
2656,C01203,0.0005339028296849973,0.00013420550464547778,5.3444532389339515e-06,C18H33OSR,999.0
2657,C04900,0.0005339028296849973,0.00013419648780625074,1.1087337747107456e-07,C33H34O24,814.6087
2658,C16216,0.0005339028296849973,0.000134182005852258,2.3534084083669798e-05,C39H68N7O18P3S,1047.9796
2659,C02074,0.0005339028296849973,0.00013416824104861523,3.1892243902071105e-05,C27H32N2O8,512.5516
2660,C03587,0.0003559352197899982,0.00013414658003697014,0.0020417174070759135,C20H31O2R,999.0
2661,C21588,0.0005339028296849973,0.00013411028557766555,1.3279338306203934e-05,C23H26NO7,428.455
2662,C05317,0.0005339028296849973,0.00013396557903286972,1.2671243139551379e-08,C18H21NO4,315.3636
2663,C15651,0.0005339028296849973,0.00013394864900319252,7.953589588384942e-05,C6H11O6PS,242.1867
2664,C05218,0.0003559352197899982,0.00013389473984849634,0.00034060301559114093,C5H9O7PR2,999.0
2665,C20427,0.0003559352197899982,0.00013375914743443568,0.0003406030155911412,C73H121N3O16P2,1358.6999
2666,C04923,0.0003559352197899982,0.00013375914743443568,0.0003406030155911412,C32H55NO26,869.7702
2667,C04943,0.0003559352197899982,0.00013375914743443568,0.0003406030155911412,C28H47N2O21R,999.0
2668,C21743,0.0003559352197899982,0.00013375914743443568,0.0003406030155911412,C36H60N3O26R,999.0
2669,C15574,0.0003559352197899982,0.00013375914743443568,0.0003406030155911412,C22H35N2O17R,999.0
2670,C05898,0.0003559352197899982,0.00013375914743443568,0.0003406030155911412,C95H156N8O28P2,1920.2395
2671,C05893,0.0003559352197899982,0.00013375914743443568,0.0003406030155911412,C94H156N8O26P2,1876.23
2672,C04913,0.0003559352197899982,0.00013375914743443568,0.0003406030155911412,C49H76N4O39R2,999.0
2673,C04934,0.0003559352197899982,0.00013375914743443568,0.0003406030155911412,C30H50N3O21R,999.0
2674,C04613,0.0003559352197899982,0.00013375914743443568,0.0003406030155911412,C17H25N3O16P2,589.3384
2675,C04937,0.0003559352197899982,0.00013375914743443568,0.0003406030155911412,C34H57N2O26R,999.0
2676,C16565,0.0005339028296849973,0.0001337423892101258,3.701421588991819e-05,C8H21N3,159.2724
2677,C17554,0.0005339028296849973,0.0001336338972382611,6.470672326738914e-05,C12H14O4(C5H8)n,999.0
2678,C04853,0.0003559352197899982,0.00013363335757011986,0.0006810793187508864,C20H32O5,352.4651
2679,C09239,0.0003559352197899982,0.00013363335757011986,0.0006810793187508864,C19H22N2O2,310.3902
2680,C18318,0.0003559352197899982,0.00013363335757011986,0.0006810793187508864,C7H8O5,172.1354
2681,C18632,0.0003559352197899982,0.00013363335757011986,0.0006810793187508864,C21H18O9,414.3622
2682,C20309,0.0003559352197899982,0.00013363335757011986,0.0006810793187508864,C15H22O2,234.334
2683,C04679,0.0003559352197899982,0.00013363335757011986,0.0006810793187508864,C11H22N4O3R2,999.0
2684,C06204,0.0005339028296849973,0.00013358564635343397,7.448755517493563e-05,C10H8O4,192.1681
2685,C03634,0.0003559352197899982,0.00013346776276792257,0.0003406030155911411,C28H40O8,504.6124
2686,C02445,0.0003559352197899982,0.00013346776276792257,0.0003406030155911411,C9H16O2,156.2221
2687,C11831,0.0003559352197899982,0.0001334156282347321,3.1678107848878445e-08,C35H30MgN4O5,610.9415
2688,C08276,0.0005339028296849973,0.00013337855764904572,9.47728199983481e-05,C4H8O2S,120.1701
2689,C06508,0.0005339028296849973,0.0001333557360357657,6.288803707943058e-05,C58H84CoN16O11,1240.3214
2690,C21004,0.0005339028296849973,0.00013333824450842326,1.461973454149815e-07,C9H24N4,188.3137
2691,C20893,0.0003559352197899982,0.00013323347253948407,0.00034060301559114093,C6H8N2O4,172.1387
2692,C06103,0.0005339028296849973,0.0001332101756140128,4.6362542082660004e-05,C6H12O3,132.1577
2693,C21461,0.0005339028296849973,0.00013312997866982165,2.799914706361356e-05,C112H208N3O42P3,2361.7661
2694,C15578,0.0003559352197899982,0.00013312843499152434,0.00034060301559114115,C20H30NO18R,999.0
2695,C02249,0.0005339028296849973,0.0001331222058444765,1.8902217241127837e-05,C41H66N7O17P3S,1053.9857
2696,C16391,0.0005339028296849973,0.00013304326303043755,3.1678107848878445e-08,C7H5N3O6,227.1311
2697,C05175,0.0003559352197899982,0.00013300035124055707,6.49868396972671e-05,C19H17NO4,323.3426
2698,C16400,0.0005339028296849973,0.00013298096305456973,7.391558498071636e-08,C7H11N3,137.1823
2699,C04932,0.0005339028296849973,0.00013298055613863378,7.412235704921721e-07,C68H129N2O20P,1325.727
2700,C16666,0.0005339028296849973,0.00013295051436727247,3.4611947970706624e-05,C8H11NO2,153.1784
2701,C04405,0.0005339028296849973,0.00013291783923365558,0.00040497015557908937,C26H44N7O18P3S,867.6499
2702,C16594,0.0005339028296849973,0.00013287570205084833,2.5459838224570876e-06,C11H21NO4S,263.3537
2703,C04638,0.0005339028296849973,0.00013271125284068153,1.8566950212273851e-06,C43H73O6P,717.0099
2704,C03035,0.0005339028296849973,0.00013268757604747853,6.046547345835813e-06,C39H64N7O17P3S,1027.9484
2705,C21204,0.0005339028296849973,0.00013268179056361197,0.0003005731415187292,C7H15O9P,274.1624
2706,C05951,0.0005339028296849973,0.000132621967839111,3.2095140394877886e-06,C25H40N2O6S,496.6599
2707,C04582,0.0005339028296849973,0.0001325336998597666,0.0003168321051385094,C6H13O7PS,260.202
2708,C14096,0.0005339028296849973,0.00013251281056255717,0.00016472527826112666,C8H6O4,166.1308
2709,C05824,0.0003559352197899982,0.00013250357049839192,0.0006810793187508864,C3H7NO5S2,201.2214
2710,C17213,0.0005339028296849973,0.00013250081557663723,1.6981784811955707e-05,C6H13NO2S,163.2379
2711,C21068,0.0005339028296849973,0.00013246520899942292,1.1338931094428321e-05,C6H10NO5P,207.1211
2712,C05467,0.0005339028296849973,0.000132444527304473,3.1111353522965713e-06,C48H78N7O21P3S,1214.1535
2713,C21778,0.0005339028296849973,0.00013236871547969123,5.48448121655317e-05,C10H13N2O4P,256.195
2714,C05451,0.0003559352197899982,0.0001323626587005124,3.1150139384730466e-07,C27H46O2,402.6529
2715,C01186,0.0005339028296849973,0.00013231080415717906,1.974326385005249e-05,C6H14N2O2,146.1876
2716,C00720,0.0003559352197899982,0.00013228572691173545,1.2118422364251495e-05,BrR,999.0
2717,C10447,0.0005339028296849973,0.00013228230630130513,5.095960015120653e-05,C9H10O4,182.1733
2718,C01983,0.0005339028296849973,0.00013224098978488686,0.0001252049010410967,C8H8O3,152.1473
2719,C06426,0.0005339028296849973,0.0001322369879377919,0.00019277067732076657,C18H30O2,278.4296
2720,C16499,0.0005339028296849973,0.0001320056699873618,7.544194922815783e-05,C27H44O7,480.6341
2721,C16393,0.0005339028296849973,0.00013171318414125763,3.1678107848878445e-08,C7H7N3O5,213.1476
2722,C16397,0.0005339028296849973,0.00013168611017937216,8.246874212891173e-05,C7H9N3O2,167.1653
2723,C05269,0.0005339028296849973,0.00013165700072325395,1.1967938614387842e-05,C27H44N7O18P3S,879.6606
2724,C20627,0.0005339028296849973,0.00013163389164136087,1.4171392407317386e-05,C52H101N3O13P2,1038.3182
2725,C04592,0.0005339028296849973,0.00013162714729384882,5.3976822113437297e-05,C7H10O2,126.1531
2726,C01542,0.0005339028296849973,0.00013162714729384882,5.3976822113437297e-05,C7H8O,108.1378
2727,C01416,0.0005339028296849973,0.00013156646559298204,1.0739977659218503e-05,C17H21NO4,303.3529
2728,C12144,0.0005339028296849973,0.00013155062448395134,0.00013992070526400703,C18H39NO3,317.5072
2729,C20617,0.0005339028296849973,0.00013147701429800914,0.00014065873915063184,C69H115NO17P2,1292.5954
2730,C12461,0.0005339028296849973,0.0001314556106261708,0.00010625723003229169,C9H10NO2SR,999.0
2731,C04508,0.0003559352197899982,0.00013144450157320494,0.00034060301559114104,C3H9O6P(C9H17O10P)n,999.0
2732,C08886,0.0003559352197899982,0.00013144450157320494,0.0003406030155911411,C33H54O8,578.7771
2733,C04719,0.0003559352197899982,0.00013144450157320494,0.00034060301559114104,C20H18O9,402.3515
2734,C03503,0.0003559352197899982,0.00013144450157320494,0.00034060301559114104,C20H18O8,386.3521
2735,C04103,0.0003559352197899982,0.00013144450157320494,0.0003406030155911411,C28H54O8,518.7236
2736,C04859,0.0003559352197899982,0.00013144450157320494,0.0003406030155911411,C33H52O9,592.7606
2737,C15772,0.0003559352197899982,0.00013144450157320494,0.00034060301559114104,C14H17NO9,343.2861
2738,C01421,0.0003559352197899982,0.00013144450157320494,0.00034060301559114104,C15H16O9,340.2821
2739,C04775,0.0003559352197899982,0.00013144450157320494,0.0003406030155911411,C18H31O16R,999.0
2740,C20473,0.0003559352197899982,0.00013144450157320494,0.0003406030155911411,C42H45O21R2,999.0
2741,C01527,0.0003559352197899982,0.00013144450157320494,0.00034060301559114104,C16H18O9,354.3087
2742,C04034,0.0003559352197899982,0.00013144450157320494,0.0003406030155911411,C12H22O11(C12H20O10)n,999.0
2743,C21783,0.0003559352197899982,0.00013144450157320494,0.0003406030155911411,C36H62O9,638.8721
2744,C20713,0.0003559352197899982,0.00013144450157320494,0.0003406030155911411,C54H92O23,1109.2945
2745,C04708,0.0003559352197899982,0.00013144450157320494,0.0003406030155911411,C26H48NO9R,999.0
2746,C01418,0.0003559352197899982,0.00013144450157320494,0.00034060301559114104,C8H16N2O7,252.2218
2747,C03676,0.0005339028296849973,0.00013140276338592457,0.0,C6H6O5,158.1088
