id,mol_weight,formula
C00686,,C7H13NO9PR
C11351,300.2062,C7H17N4O7P
C12632,638.4845,C27H26O18
C08312,204.2682,C12H16N2O
C20831,324.1996,C6H13O11PS
C12645,741.6672,C33H41O19
C20493,743.6401,C32H39O20
C21743,,C36H60N3O26R
C02997,197.1912,C8H11N3O3
C15556,184.0844,C4H9O6P
C02301,,C8H14NO4R
C02571,204.2435,C9H18NO4
C09870,198.3019,C12H22O2
C09837,196.286,C12H20O2
C17883,150.1745,C9H10O2
C20465,192.2112,C11H12O3
C05977,,C4H7O7PR2
C17952,223.1635,C7H14NO5P
C12637,596.4909,C26H28O16
C16550,198.5877,C5H12ClN2O2P
C16555,198.5877,C5H12ClN2O2P
C01047,174.1977,C7H14N2O3
C14110,140.1366,C7H8O3
C15582,724.6599,C33H40O18
C20492,727.6407,C32H39O19
C16372,773.6676,C36H37O19
C20468,581.4995,C26H29O15
C04936,,C56H96N3O31R
C02999,364.3484,C14H24N2O9
C05928,602.5533,C25H30N8O10
C01143,308.1169,C6H14O10P2
C11519,127.1842,C7H13NO
C04201,275.2783,C10H13NO6S
C04752,299.115,C6H11N3O7P2
C04937,,C34H57N2O26R
C16371,757.6682,C36H37O18
C16484,130.117,C6H7FO2
C17230,278.3651,C12H22O5S
C20848,308.1169,C6H14O10P2
C03486,460.2708,C12H22N4O11P2
C17750,692.6611,C33H40O16
C20642,975.2574,C49H100O14P2
C06062,,C21H42N2O6PR
C21016,289.2851,C11H19N3O6
C20982,294.3477,C18H18N2O2
C21500,,C17H21O4R
C02634,123.5382,C3H6ClNO2
C02721,103.1198,C4H9NO2
C03317,,C2H3NO2R2
C06379,,C6H8NO5R
C02427,189.2123,C7H15N3O3
C02444,,C7H13N2O3R
C02716,,C6H9N2O4R
C21610,214.0673,C4H7O8P
C11437,214.1104,C5H11O7P
C18172,189.2554,C8H19N3O2
C20560,187.2858,C8H21N5
C06680,182.1302,C8H6O5
C02089,,C9H14NO2R
C12452,183.2475,C10H17NO2
C06224,136.1479,C8H8O2
C21717,408.7021,C30H48
C12299,176.2118,C11H12O2
C20432,410.718,C30H50
C04361,,C6H8O5R2
C06462,568.7226,C28H44N2O8S
C11638,169.0731,C3H8NO5P
C07585,179.176,C8H9N3O2
C14114,132.2023,C10H12
C16590,144.1684,C7H12O3
C17212,208.2322,C7H12O5S
C21372,212.0945,C5H9O7P
C17945,431.1865,C10H15N3O12P2
C09332,574.5432,C24H30N8O9
C16422,464.4194,C22H24O11
C16315,611.5254,C27H31O16
C14103,152.1473,C8H8O3
C14899,274.1193,C6H11O10P
C04133,269.1458,C7H12NO8P
C21018,,C11H20NO2S2R
C04234,276.1352,C6H13O10P
C17226,264.3385,C11H20O5S
C21100,245.408,C12H31N5
C21069,287.101,C6H11NO8P2
C21450,210.1834,C10H10O5
C04923,869.7702,C32H55NO26
C12630,594.5181,C27H30O15
C04170,346.4638,C20H30N2O3
C16373,711.5551,C30H31O20
C00488,45.0406,CH3NO
C00375,,CH4NR
C01872,,CH2XR
C12447,516.3308,C16H26N2O13P2
C12627,578.5187,C27H30O14
C01613,666.5777,C24H42O21
C03989,666.5777,C24H42O21
C08242,666.5777,C24H42O21
C04034,,C12H22O11(C12H20O10)n
C21783,638.8721,C36H62O9
C07297,1062.0062,C40H70N7O18P3S
C20894,432.6374,C30H40O2
C02115,119.1192,C4H9NO3
C02715,,C5H6NO5R
C03139,175.1427,C5H9N3O4
C05945,254.1809,C6H15N4O5P
C19767,272.3422,C16H20N2O2
C01566,42.04,CH2N2
C00244,63.0128,HNO3
C02710,173.2096,C8H15NO3
C01885,,C4H7O4R
C20653,224.21,C11H12O5
C03047,172.2314,C6H16N6
C19837,161.1574,C9H7NO2
C03175,254.1312,C7H11O8P
C01008,77.1686,C3H9S
C05627,120.1485,C8H8O
C01283,259.151,C6H14NO8P
C01486,68.4597,HClO2
C20783,44.0956,C3H8
C03606,260.1358,C6H13O9P
C03874,,C5H9N2O6PR2
C18174,175.2288,C7H17N3O2
C04457,,H2O(C9H17N2O7P)n
C04503,277.1094,C4H13N3O7P2
C12147,199.0991,C4H10NO6P
C06746,163.2163,C10H13NO
C05516,127.1014,C4H5N3O2
C06893,258.1199,C6H11O9P
C11506,58.0791,C3H6O
C16307,627.5248,C27H31O17
C16370,611.527,C30H27O14
C12213,259.151,C6H14NO8P
C20461,,C30H25O12R2
C17222,250.3119,C10H18O5S
C21139,170.2487,C10H18O2
C21371,176.1672,C7H12O5
C02564,251.2353,C12H13NO5
C05832,248.2347,C12H12N2O4
C04930,,C30H50N3O21R
C04934,,C30H50N3O21R
C01988,139.1088,C6H5NO3
C02372,109.1259,C6H7NO
C20466,804.0872,C46H78NO8P
C20628,820.2142,C46H94NO8P
C19796,610.5175,C27H30O16
C16306,611.5254,C27H31O16
C16298,449.3848,C21H21O11
C16490,610.5175,C27H30O16
C16147,594.778,C36H50O7
C15579,548.5358,C27H32O12
C19154,363.3221,C16H17N3O7
C03794,463.2934,C14H18N5O11P
C03256,395.4914,C24H29NO4
C19970,347.2212,C10H14N5O7P
C03174,407.3962,C14H21N3O9S
C19085,,C33H45N11O24P3R(C5H8O6PR)n
C16519,328.2714,C14H16O9
C04544,321.3501,C11H19N3O6S
C01225,334.2143,C9H19O11P
C03882,285.3377,C17H19NO3
C04024,594.5181,C27H30O15
C04199,594.5181,C27H30O15
C04859,592.7606,C33H52O9
C16305,595.526,C27H31O15
C16368,579.5282,C30H27O12
C18163,,C46H52MgN4O4(R1)(R2)
C20942,270.2817,C12H18N2O5
C21716,340.5851,C25H40
C18681,472.4844,C25H28O9
C05714,70.0931,C3H6N2
C06369,244.1364,C6H13O8P
C01099,244.1364,C6H13O8P
C02985,244.1364,C6H13O8P
C16741,162.187,C6H14N2O3
C04823,454.2833,C13H19N4O12P
C07647,221.0221,C4H11Cl2N2O2P
C16367,627.5264,C30H27O15
C16559,221.0221,C4H11Cl2N2O2P
C17218,236.2853,C9H16O5S
C08886,578.7771,C33H54O8
C18162,,C45H50MgN4O4(R1)(R2)
C04943,,C28H47N2O21R
C05159,,C28H47N2O21R
C01311,,C20H34NO15R
C21494,,C20H34NO15R
C04850,,C20H34NO15R
C16699,348.1978,C9H17O12P
C03030,156.0963,C5H4N2O4
C01077,161.1558,C6H11NO4
C02224,118.1973,C6H16NO
C05135,153.1817,C7H11N3O
C03087,159.183,C7H13NO3
C04767,488.3874,C14H29N6O11P
C21298,154.1201,C7H6O4
C03678,119.1192,C4H9NO3
C19929,160.1711,C6H12N2O3
C04611,469.4392,C21H27NO11
C16369,611.527,C30H27O14
C19762,625.509,C27H29O17
C20250,117.1033,C4H7NO3
C21127,440.4938,C26H24N4O3
C21663,350.3928,C15H18N4O4S
C06433,451.3273,C17H18N5O8P
C19963,290.4834,C20H34O
C04739,849.4742,C23H38N3O25P3
C20983,249.3056,C14H19NO3
C04691,288.1459,C7H13O10P
C12456,248.2744,C14H16O4
C15977,,C12H22NO2S2R
C06372,383.3484,C14H25NO11
C01067,260.2191,C6H12O9S
C21665,332.3775,C15H16N4O3S
C08544,550.4688,C24H26N2O13
C03287,227.1092,C5H10NO7P
C03734,227.1092,C5H10NO7P
C02718,102.0919,C3H6N2O2
C14847,480.3308,C16H22BrN3O7S
C14848,480.3308,C16H22BrN3O7S
C03414,290.2714,C14H14N2O5
C06441,230.1098,C5H11O8P
C20345,166.1122,C5H11O4P
C03737,230.1098,C5H11O8P
C19669,202.3402,C10H26N4
C18911,228.137,C6H13O7P
C02508,,C5H10O7PR
C03360,219.0887,C6H6NO6P
C03149,247.1668,C3H10N3O6PS
C21613,228.0939,C5H9O8P
C11536,250.121,C3H7O9PS
C17214,222.2588,C8H14O5S
C03536,293.1904,C9H14N2O7P
C10497,264.3202,C14H20N2O3
C04855,,C20H34NO16R
C21213,,C38H66N3O15P(C5H8)n
C20995,462.4979,C17H28N5O8S
C20681,290.4834,C20H34O
C21653,290.4834,C20H34O
C19964,290.4834,C20H34O
C11376,568.5287,C28H28N2O11
C03855,548.7941,C33H56O6
C19713,,C10H19N5O5(C10H17N5O4)n
C04137,246.2636,C9H18N4O4
C05340,245.2789,C9H19N5O3
C05401,254.2344,C9H18O8
C05713,,C8H11NO6R2
C01262,240.259,C10H16N4O3
C05753,,C10H17O2SR
C18083,230.2592,C14H14O3
C04847,545.489,C20H35NO16
C02074,512.5516,C27H32N2O8
C04708,,C26H48NO9R
C04759,,C19H33N3O13R2
C04926,,C36H58N3O27R
C05596,209.1986,C10H11NO4
C01777,,C6H13NO2R
C01996,146.2074,C7H16NO2
C00548,136.1479,C8H8O2
C00484,,C7H6NOR
C07565,135.1632,C8H9NO
C17264,,C4H5O5R
C20735,,C4H5NO3R2
C01870,427.4025,C19H25NO10
C08335,427.4025,C19H25NO10
C21752,186.2498,C4H10O4S2
C04341,,C5H9N2O2R
C20727,418.3509,C20H18O10
C19757,142.1956,C8H14O2
C12001,567.7544,C31H53NO8
C15578,,C20H30NO18R
C16518,293.3415,C13H15N3O3S
C16632,107.0836,C3H6FNO2
C20481,290.4834,C20H34O
C21667,311.3568,C13H17N3O4S
C03470,530.5669,C27H34N2O9
C21786,378.3732,C19H22O8
C21583,375.4156,C20H25NO6
C03690,390.5561,C24H38O4
C01253,,C22H34N10O15P2R2
C05560,490.3618,C16H23N6O10P
C03002,250.2936,C13H18N2O3
C04740,,C42H73N2O21R
C20732,,C17H29N2O12SR
C21217,905.4566,C55H68MgN4O6
C21435,903.4407,C55H66MgN4O6
C06187,352.2311,C12H17O10P
C04806,651.6986,C32H45NO13
C04639,326.1972,C9H15N2O9P
C21356,559.3986,C18H31N3O13P2
C04070,508.515,C25H32O11
C04103,518.7236,C28H54O8
C15685,348.4764,C21H32O4
C03082,213.0826,C4H8NO7P
C02726,210.1714,C5H15N4O3P
C06206,202.1012,C7H7O5P
C02305,211.1131,C4H10N3O5P
C02269,,C5H9O3R
C01801,134.1305,C5H10O4
C17210,208.2322,C7H12O5S
C03624,231.1674,C3H10N3O5PS
C04327,223.1867,C6H10NO4PS
C17947,212.0945,C5H9O7P
C15666,386.377,C15H18N2O8S
C16569,178.231,C10H14N2O
C20423,308.1169,C6H14O10P2
C21107,306.2058,C11H15O8P
C00941,305.1812,C9H12N3O7P
C20185,272.4681,C20H32
C21728,272.4681,C20H32
C00386,226.2325,C9H14N4O3
C20710,156.136,C7H8O4
C03303,,C4H7N2O4R(C2H2NOR)n
C03371,,C7H9N2O3SR3
C19830,155.1513,C7H9NO3
C04695,499.4652,C22H29NO12
C04775,,C18H31O16R
C20776,433.3673,C16H23N3O11
C15975,,C13H24NO2S2R
C15979,,C13H24NO2S2R
C21761,118.088,C4H6O4
C01883,,C2H3O2R
C02998,,C2H4NOR
C17530,74.0785,C3H6O2
C02391,,CO2R2
C02294,73.0971,C2H7N3
C06114,199.2071,C8H13N3O3
C05598,193.1992,C10H11NO3
C04917,,C24H40N3O16R
C21099,,C8H16N5O3R
C18326,234.2942,C13H18N2O2
C21368,601.3524,C17H25N5O15P2
C21662,,C9H17N3O4S2(CH2)n
C02750,326.2556,C14H14O9
C16911,432.3775,C21H20O10
C16238,535.5315,C18H26N5O8PS2
C03217,176.1241,C6H8O6
C03661,504.4371,C18H32O16
C03848,504.4371,C18H32O16
C04101,484.3644,C20H20O14
C04866,,C18H31O15R
C21335,,H2O(C6H10O5)n
C05730,434.5541,C17H34N6O5S
C04303,398.4158,C19H22N6O4
C17752,533.4368,C21H27NO15
C02119,,C4H3O4R
C02132,130.0987,C5H6O4
C03589,132.1146,C5H8O4
C02847,,C4H6NO3R
C02850,,C3H3NO3R2
C05226,,C3H5N2O3R
C04020,218.2502,C9H18N2O4
C05341,217.2655,C9H19N3O3
C03354,105.2018,C4H11NS
C06188,366.2577,C13H19O10P
C01073,131.1299,C5H9NO3
C03065,131.1332,C4H9N3O2
C05675,,C7H12NO7PR2
C01043,132.1179,C4H8N2O3
C01102,199.0991,C4H10NO6P
C12639,464.3763,C21H20O12
C03166,197.0865,C3H8N3O5P
C07123,170.1626,C8H10O4
C02223,86.1323,C5H10O
C02436,,CH4NR
C21254,484.4986,C18H36N4O11
C06255,116.1152,C5H8O3
C04399,216.1494,C4H9O6PS
C06057,91.1091,C3H9NO2
C06389,,C3H5O2R
C19793,510.3384,C15H27O17P
C15574,,C22H35N2O17R
C16933,81.1158,C5H7N
C20254,130.102,C4H6N2O3
C21253,485.4834,C18H35N3O12
C02160,504.4371,C18H32O16
C20696,258.3984,C18H26O
C20967,217.1793,C7H11N3O5
C02887,340.2821,C15H16O9
C05210,,C25H43NO7PR
C02681,703.0435,C43H74O7
C01586,179.1727,C9H9NO3
C05380,180.1607,C8H8N2O3
C04890,,C22H37N2O16R
C04891,,C22H37N2O16R
C16623,180.1607,C8H8N2O3
C20730,,C22H27N6O11PR2
C20333,378.3319,C14H22N2O10
C03956,,C19H35NO3R(C6H10O5)n
C08325,457.4285,C20H27NO11
C16408,450.3928,C21H22O11
C05824,201.2214,C3H7NO5S2
C19881,635.3671,C17H27N5O17P2
C04540,335.3104,C12H21N3O8
C09704,222.3663,C15H26O
C16254,,C12H20NO4S2R
C20966,201.1799,C7H11N3O4
C00884,240.259,C10H16N4O3
C11061,476.5592,C26H36O8
C17237,254.3055,C11H14N2O3S
C11132,476.5162,C25H32O9
C11131,478.5321,C25H34O9
C16577,475.4884,C24H29NO9
C20383,496.4612,C23H28O12
C14791,451.4934,C20H25N3O7S
C14793,451.4934,C20H25N3O7S
C03462,910.78,C31H51N12O18P
C16406,434.3934,C21H22O10
C16407,434.3934,C21H22O10
C01990,206.107,C6H6O8
C04210,204.2236,C8H16N2O4
C01259,205.2746,C9H21N2O3
C04275,592.5453,C28H32O14
C03738,218.2072,C8H14N2O5
C03169,213.2105,C9H13N2O4
C03300,351.3577,C15H21N5O5
C19774,554.391,C17H31O18P
C20198,667.1408,C10H18N5O19P5
C02488,162.1406,C6H10O5
C00919,183.226,C5H13NO4S
C00850,174.1744,C6H6O4S
C06011,172.1817,C6H6NO3S
C11135,466.5644,C25H38O8
C11134,464.5485,C25H36O8
C16578,461.4618,C23H27NO9
C16643,461.4618,C23H27NO9
C21753,220.6949,C4H9ClO4S2
C05504,464.5055,C24H32O9
C04508,,C3H9O6P(C9H17O10P)n
C15970,426.4575,C21H30O9
C12836,194.5698,C6H7ClO5
C05729,,C5H9N2O3SR
C03296,274.2737,C10H18N4O5
C19758,326.2971,C12H22O10
C20354,326.2971,C12H22O10
C15543,,C12H21O11R
C02990,399.6077,C23H45NO4
C17202,,C20H36N2O3SR2
C06128,,C36H63N2O16R
C21171,,C20H34N2O4R2
C21003,370.4388,C22H26O5
C14044,382.5357,C25H34O3
C14045,382.5357,C25H34O3
C05552,372.4829,C16H28N4O4S
C03881,,C16H31NO3(C2H2NOR)n
C04465,1295.9317,C76H142O15
C17742,338.3539,C20H18O5
C20969,142.0047,CH3O6P
C02055,,C3H4NO3R
C03147,223.1822,C10H9NO5
C02787,73.1368,C4H11N
C09665,204.3511,C15H24
C09666,204.3511,C15H24
C16775,204.3511,C15H24
C19749,204.3511,C15H24
C11133,446.4902,C24H30O8
C01829,776.87,C15H11I4NO4
C08212,798.8518,C15H10I4NO4.
C02560,110.1139,C5H6N2O
C19907,67.0892,C4H5N
C16622,116.1185,C4H8N2O2
C10025,446.361,C21H18O11
C04887,,C28H45N2O22R
C06483,,C20H34NO15R
C03641,410.5442,C23H38O6
C18325,306.3602,C15H22N4O3
C04719,402.3515,C20H18O9
C06646,251.4938,C9H5Cl3O2
C06157,,C13H22NO4S2R
C02351,108.0948,C6H4O2
C17500,107.11,C6H5NO
C17755,151.1626,C8H9NO2
C04197,337.3246,C16H19NO7
C17938,191.1403,C9H5NO4
C05579,147.1308,C8H5NO2
C17753,388.3282,C18H16N2O8
C06038,,C12H15O11R3
C03600,192.1235,C6H8O7
C03290,181.1885,C9H11NO3
C06326,189.209,C8H15NO4
C20417,224.253,C12H16O4
C04058,916.3669,C20H29N10O22P5
C20893,172.1387,C6H8N2O4
C16567,737.8888,C28H51N9O10S2
C21160,346.3794,C14H26N4O6
C16633,262.1918,C9H11FN2O6
C21490,261.3593,C16H23NO2
C02687,,C16H20N2O8R2
C03503,386.3521,C20H18O8
C20562,482.3844,C18H23N6O8P
C05921,573.5166,C20H28N7O9PS
C20784,596.4021,C17H22N6O12P2S
C21299,,CH3N(R1)(R2)
C02536,,C36H66O2(C5H8)n
C20843,222.2405,C11H14N2O3
C21559,234.2066,C8H14N2O6
C21488,,C10H11N2O2SR
C21437,,C7H12N3O4SR
C01419,178.2095,C5H10N2O3S
C03406,290.2731,C10H18N4O6
C21680,,C8H15N2O4R
C02979,172.0737,C3H9O6P
C02527,168.085,C4H9O5P
C06592,,C12H24NO14P2R
C03134,73.0938,C3H7NO
C19802,,C12H19N3O8R2
C03363,,C7H11N2O5R
C03754,168.085,C4H9O5P
C04205,248.0628,C9H7Cl2NO3
C21404,87.1204,C4H9NO
C17743,308.3279,C19H16O4
C02717,313.3478,C18H19NO4
C16688,422.2764,C12H23O14P
C03423,381.3837,C16H23N5O6
C16443,381.3837,C16H23N5O6
C02919,386.3506,C17H22O10
C18136,797.7052,C28H48N9O16P
C16448,383.3996,C16H25N5O6
C19771,1059.6086,C26H46N7O26P5S
C06198,790.3071,C18H26N4O23P4
C03427,722.9112,C40H68O7P2
C02434,,C2H2O2R2
C18170,115.1305,C5H9NO2
C20888,358.2959,C12H22O12
C08557,346.3346,C17H18N2O6
C14803,496.491,C20H24N4O9S
C14804,496.491,C20H24N4O9S
C14805,496.491,C20H24N4O9S
C14806,496.491,C20H24N4O9S
C01118,219.1919,C8H13NO6
C04203,136.1943,C8H12N2
C04872,,C22H33NO18R2
C01260,836.387,C20H28N10O19P4
C04498,276.3342,C14H20N4O2
C11736,246.1924,C9H11FN2O5
C01744,166.1739,C9H10O3
C16637,214.1104,C5H11O7P
C19719,176.1705,C6H12N2O4
C01616,197.2095,C5H11NO5S
C21178,,C12H19N4O5R3
C04209,176.1274,C5H8N2O5
C01261,868.3858,C20H28N10O21P4
C04392,870.3553,C20H26N8O23P4
C04755,,C14H25NO14PR
C19848,724.5578,C20H26N10O12P2S2
C20775,321.2375,C11H15NO10
C04211,303.3562,C16H21N3O3
C03190,314.2091,C10H20O7P2
C02133,,CH2O5PR
C21495,298.3762,C19H22O3
C19804,,C13H21N3O8R2
C04429,,(C11H21O12P)n
C20790,212.2423,C11H16O4
C19800,200.2332,C13H12O2
C04907,,C25H41N2O19R
C11377,,C25H41N2O19R
C21485,826.456,C19H24MoN8O15P2S2
C04138,240.259,C10H16N4O3
C05711,243.2166,C9H13N3O5
C18008,,C9H15N2O4SR
C01682,304.2997,C11H20N4O6
C03993,300.2613,C13H16O8
C05676,,C10H19NO7PR2
C05513,300.2249,C10H12N4O7
C01962,153.2232,C3H7NO2S2
C03537,119.1854,C4H9NOS
C05699,269.1571,C7H14N2O4Se
C15535,,C4H8NOR
C17754,360.3612,C18H20N2O6
C03790,147.1293,C5H9NO4
C02914,170.1411,C3H6O6S
C16071,438.3285,C17H19N4O8P
C11572,,C21H32N5O13R3
C01392,,C11H13N2O4R(C2H2NOR)n
C04886,674.603,C25H42N2O19
C21496,314.3756,C19H22O4
C04645,,C12H22O14PR
C16669,,C5H11O10P2R(C5H8O6PR)n-1
C15645,,C5H9O3R
C19871,866.4801,C20H24MoN10O15P2S2
C17759,356.3246,C16H20O9
C01752,192.1681,C10H8O4
C20789,198.2158,C10H14O4
C20637,344.2757,C16H12N2O7
C06360,190.2384,C12H14O2
C02876,154.0584,C3H7O5P
C03141,241.242,C14H11NO3
C20644,287.1611,C7H14NO9P
C00988,156.0313,C2H5O6P
C04375,,C13H20N4O8R2
C04698,340.3237,C13H24O10
C16734,,C4H4N2O2R2
C19605,385.3691,C16H23N3O8
C20961,202.1647,C7H10N2O5
C03872,228.1403,C5H13N2O6P
C14863,654.6678,C22H34N6O13S2
C06197,756.4071,C20H27N10O16P3
C02838,287.3951,C15H29NO4
C02494,281.2679,C11H15N5O4
C03933,,C10H16N3O6R
C08565,374.3447,C18H18N2O7
C00931,226.2292,C10H14N2O4
C12537,212.2439,C14H12O2
C03210,161.1558,C6H11NO4
C02207,161.1558,C6H11NO4
C05855,312.3151,C15H20O7
C02445,156.2221,C9H16O2
C19799,502.2563,C12H24O17P2
C06359,176.2118,C11H12O2
C00761,342.3411,C16H22O8
C03093,178.1415,C9H6O4
C15772,343.2861,C14H17NO9
C04547,272.2958,C16H16O4
C05595,281.2613,C13H15NO6
C04546,190.1938,C8H14O5
C01850,360.3148,C18H16O8
C18202,170.2487,C10H18O2
C02993,337.3742,C15H23N5O4
C19761,463.3283,C14H26NO14P
C21615,299.9917,C2H7O11P3
C02572,368.3353,C17H20O9
C02253,234.2975,C12H18N4O
C21730,275.3015,C11H21N3O5
C04148,264.2771,C13H16N2O4
C09873,136.234,C10H16
C20926,266.293,C13H18N2O4
C17262,,C4H7N2O3SR
C06357,,C9H7O2R
C06358,162.1852,C10H10O2
C04815,158.1519,C7H10O4
C05158,326.2986,C15H18O8
C05399,344.3124,C12H24O11
C03996,331.3184,C14H21NO8
C04415,326.2986,C15H18O8
C01572,322.2238,C14H10O9
C02868,318.2782,C16H14O7
C18195,300.4351,C20H28O2
C02927,354.2657,C15H14O10
C16647,131.1729,C6H13NO2
C01910,,C10H18O13P2R2
C03156,386.3075,C16H18O11
C04667,,(C13H24NO12P)n
C01064,,C19H28N4O16PR
C09755,610.5606,C28H34O15
C14855,575.6322,C30H29N3O7S
C21659,666.5777,C24H42O21
C00192,33.0299,NH3O
C21113,336.235,C11H17N2O8P
C12570,81.4084,ZnO
C02015,1533.0524,C42H70N14O32P6S2
C00127,612.6311,C20H32N6O12S2
C02084,226.2723,H2S4O6
C21763,,C2H5R
C03962,318.4058,C16H30O6
C02948,116.1583,C6H12O2
C01371,,HR
C02311,,H4N2(CH2)n
C04422,,C11H14N5O5R
C16676,,C11H14N5O5R
C11502,970.9667,C34H58N4O24S2
C19690,610.6616,C20H34N8O10S2
C21737,238.3244,C8H14O4S2
C19812,,C14H17OR
C20706,263.2445,C10H17NO7
C15544,,C14H24NO11R
C04703,334.2143,C9H19O11P
C08481,295.2879,C14H17NO6
C06046,300.3044,C14H20O7
C19844,209.0698,C8H10Cl2O2
C21078,190.2384,C12H14O2
C14869,325.5277,C8H11Cl3O7
C02183,126.11,C6H6O3
C06186,272.2512,C12H16O7
C02578,256.2518,C12H16O6
C03097,256.2518,C12H16O6
C03142,255.2671,C12H17NO5
C04354,370.2635,C12H18O13
C02405,126.0053,CH3O5P
C19972,246.2603,C10H18N2O5
C11353,148.5444,C5H5ClO3
C20697,150.1745,C9H10O2
C07044,76.0547,CH4N2O2
C19729,164.2011,C10H12O2
C18009,,C9H15N2O5SR
C20925,390.3889,C15H26N4O8
C12287,192.2973,C13H20O
C21614,140.0319,C2H5O5P
C16836,212.2887,C11H20N2O2
C16521,68.117,C5H8
C02390,90.0812,C2H6N2O2
C02000,,HSO4R
C02885,,HS2O3R
C01614,,HSO3NHR
C06748,59.1103,C3H9N
C14150,57.0944,C3H7N
C19156,170.0578,C3H7O6P
C16837,144.1717,C6H12N2O2
C05703,95.0025,CH4Se
C02306,97.0104,H2PO3NH2
C16487,20.0063,HF
C00283,34.0809,H2S
