Reactant_pair	CAR	KEGG_reactions	RPAIR_main
C01411_C03190	0.457	R08529	FALSE
C14098_C14115	0.457	R06903	TRUE
C00009_C00346	0.455	R06870	FALSE
C00009_C02133	0.455	R00539	FALSE
C00009_C05682	0.455	R00318	FALSE
C00018_C00118	0.455	R07456	TRUE
C00341_C21495	0.455	R11602	FALSE
C00611_C00645	0.455	R01205,R10829	FALSE
C00645_C19804	0.455	R09673,R09677	FALSE
C00653_C04429	0.455	R02716	TRUE
C01211_C04487	0.455	R03380	TRUE
C01533_C02325	0.455	R03604,R03605	TRUE
C04720_C04831	0.455	R04579	TRUE
C06071_C20790	0.455	R10835	TRUE
C13508_C20829	0.455	R11543	FALSE
C14388_C19800	0.455	R09724	FALSE
C00694_C04907	0.452	R04596	FALSE
C00694_C11377	0.452	R05580	FALSE
C04656_C04885	0.452	R04590,R11715	FALSE
C18237_C21485	0.452	R11582	FALSE
C00025_C04138	0.45	R07643	TRUE
C00025_C05711	0.45	R03970	TRUE
C00025_C18008	0.45	R08906	TRUE
C00108_C08062	0.45	R05365	TRUE
C00121_C00299	0.45	R01080,R01245,R01273,R01677,R01770,R01876,R02137,R02172,R03885,R08072,R08073,R08080,R08074,R10046,R10346	TRUE
C00121_C00475	0.45	R02137,R02296	TRUE
C00156_C18216	0.45	R09105	TRUE
C00805_C07731	0.45	R05360	TRUE
C02370_C06587	0.45	R05359,R05252	TRUE
C07587_C07731	0.45	R05360	FALSE
C10700_C13632	0.45	R06886	TRUE
C16593_C16594	0.45	R08323	TRUE
C00033_C00383	0.449	R00743,R04157,R08944,R09483	TRUE
C00042_C04593	0.449	R00409	TRUE
C00062_C01682	0.449	R00563	TRUE
C00086_C01010	0.449	R00774,R07404	TRUE
C00094_C00245	0.449	R05320	FALSE
C00124_C00844	0.449	R02558,R03642,R10638	FALSE
C00124_C03993	0.449	R09039	FALSE
C00137_C01225	0.449	R01193	TRUE
C00155_C00542	0.449	R01286,R01289,R01290,R10305	TRUE
C00164_C00207	0.449	R01366	TRUE
C00165_C00344	0.449	R02027,R05081,R10849	FALSE
C00165_C05676	0.449	R04922	FALSE
C00168_C00266	0.449	R01393	TRUE
C00366_C05513	0.449	R02646	TRUE
C00491_C01962	0.449	R02408	TRUE
C01678_C03537	0.449	R03668	TRUE
C02320_C05729	0.449	R03916	TRUE
C02658_C05718	0.449	R04009	TRUE
C05698_C05699	0.449	R04941,R04942	TRUE
C06735_C11822	0.449	R06830	TRUE
C15534_C15535	0.449	R03760	TRUE
C02588_C03889	0.448	R08389,R11223	FALSE
C21447_C21507	0.448	R11925	FALSE
C00055_C11436	0.445	R05637	TRUE
C00645_C06372	0.445	R05326,R09942,R10829	FALSE
C08538_C17754	0.445	R08831	TRUE
C00022_C03790	0.444	R00368	TRUE
C00136_C02527	0.444	R01174	TRUE
C00186_C02914	0.444	R01448	FALSE
C00315_C00555	0.444	R01914,R01915	TRUE
C00016_C16071	0.443	R07636	TRUE
C00341_C03985	0.443	R07631,R07632,R09702	FALSE
C04213_C11572	0.443	R04216	FALSE
C19885_C20951	0.443	R10933	TRUE
C00082_C01392	0.442	R04730	TRUE
C00602_C04648	0.442	R04081	FALSE
C00611_C04886	0.442	R04532	TRUE
C09263_C21496	0.442	R11603	FALSE
C00387_C00620	0.441	R02147	FALSE
C00663_C04645	0.441	R04180	FALSE
C04696_C16669	0.441	R04368	TRUE
C00018_C00199	0.439	R07456	TRUE
C00559_C00672	0.439	R02557	FALSE
C00627_C11437	0.439	R05838	FALSE
C00669_C01879	0.439	R02743	TRUE
C00672_C05512	0.439	R02748	FALSE
C04635_C15645	0.439	R07380	TRUE
C00075_C01050	0.438	R11025	FALSE
C00044_C19871	0.437	R11581	FALSE
C00128_C04886	0.437	R04532	FALSE
C00341_C21496	0.437	R11603	FALSE
C01042_C12270	0.437	R10678,R10687	TRUE
C01456_C01479	0.437	R03563,R03564	TRUE
C01494_C17759	0.437	R08839	TRUE
C01527_C01752	0.437	R03594	TRUE
C05604_C17751	0.437	R08816	TRUE
C10860_C16257	0.437	R08432	TRUE
C11636_C20789	0.437	R10834	TRUE
C12468_C20637	0.437	R06777	TRUE
C16516_C16517	0.437	R08164	TRUE
C17740_C17742	0.435	R08808	TRUE
C04164_C06360	0.433	R05061	FALSE
C13453_C19811	0.433	R09682	TRUE
C00009_C00013	0.432	R00004,R00584,R01044,R03699,R04312	FALSE
C00009_C02876	0.432	R00921,R00925,R00926,R09097,R10998	FALSE
C00048_C00149	0.432	R00472,R01082,R02419,R10612	TRUE
C00048_C00603	0.432	R00776	TRUE
C00048_C04348	0.432	R00473	TRUE
C00108_C03141	0.432	R02453	TRUE
C00111_C20644	0.432	R10673	TRUE
C00147_C00559	0.432	R02557	TRUE
C00160_C00988	0.432	R01334	TRUE
C00163_C02876	0.432	R01353	TRUE
C00262_C05512	0.432	R02748	TRUE
C00986_C03375	0.432	R03271,R09531,R11088,R11089,R01920,R02869,R08359,R10338	TRUE
C01239_C04375	0.432	R08707	TRUE
C03619_C04698	0.432	R04270	TRUE
C16732_C16734	0.432	R08522	TRUE
C19574_C19605	0.432	R09426	TRUE
C00611_C00663	0.431	R10829	FALSE
C00663_C06372	0.431	R05326,R09942,R10829	FALSE
C00122_C01036	0.43	R01364	FALSE
C00122_C20961	0.43	R10940	TRUE
C00346_C03872	0.43	R02817	TRUE
C14862_C14863	0.43	R07124	TRUE
C21445_C21506	0.43	R11923	FALSE
C00473_C02588	0.429	R02367,R02368,R03049,R08381,R08389	TRUE
C00128_C04885	0.428	R04590,R11715	FALSE
C00128_C04907	0.428	R04596	FALSE
C00128_C11377	0.428	R05580	FALSE
C00406_C17742	0.428	R08808	FALSE
C00008_C06197	0.427	R00187	TRUE
C00051_C01419	0.426	R00494,R11861	TRUE
C00242_C00387	0.426	R01677,R02147	TRUE
C00318_C02838	0.426	R03779	TRUE
C00542_C00979	0.426	R10305	FALSE
C02216_C02494	0.426	R03885	TRUE
C02399_C03788	0.426	R03356	FALSE
C02671_C03933	0.426	R04011,R04012	TRUE
C03758_C06160	0.426	R04305	TRUE
C08538_C08565	0.425	R08825,R08827,R08831,R08835	TRUE
C00180_C01273	0.424	R02606	TRUE
C00430_C00931	0.424	R00036	TRUE
C00512_C12537	0.424	R09528	FALSE
C00120_C04681	0.422	R04562,R04563,R04582,R04604,R05145	TRUE
C00022_C01127	0.421	R00470,R00471,R10283	TRUE
C00022_C03652	0.421	R01355	TRUE
C00022_C03827	0.421	R02261,R03081	FALSE
C00022_C20781	0.421	R10691	TRUE
C00041_C00993	0.421	R01150,R04369,R07651,R09595,R11064	FALSE
C00041_C03210	0.421	R00398	TRUE
C00099_C02207	0.421	R00906	TRUE
C00124_C01855	0.421	R10035	FALSE
C00124_C04164	0.421	R04409,R04410,R04411,R05061	FALSE
C00124_C05855	0.421	R04006	FALSE
C00157_C00165	0.421	R01312,R01321,R02541,R02591,R08969,R09538	FALSE
C00279_C00447	0.421	R01829	TRUE
C00620_C05513	0.421	R02646	FALSE
C00958_C03454	0.421	R03110	TRUE
C01050_C21027	0.421	R11025	TRUE
C01949_C02445	0.421	R03781,R04119	TRUE
C09315_C21495	0.421	R11602	FALSE
C11278_C19586	0.421	R09409	TRUE
C00002_C04058	0.42	R09880	TRUE
C00029_C04645	0.42	R04179,R04180	FALSE
C00121_C03150	0.42	R01273,R02294	TRUE
C00121_C05841	0.42	R10046	TRUE
C00341_C00448	0.42	R02003,R02009,R02013,R05000,R06120,R07631,R07632,R08396,R08400,R08528,R09040,R09962,R10176,R11087,R11602,R11603,R08393	FALSE
C00378_C01279	0.42	R02133	TRUE
C19794_C19799	0.42	R09670	FALSE
C03847_C04755	0.419	R04373	FALSE
C04164_C06359	0.419	R04410	FALSE
C00296_C12208	0.418	R07432	TRUE
C00330_C00672	0.418	R01969	FALSE
C00590_C00761	0.418	R02594,R02595	TRUE
C00954_C04197	0.418	R03094	TRUE
C01421_C03093	0.418	R03548	TRUE
C06371_C06372	0.418	R05166	TRUE
C15770_C15772	0.418	R07426	TRUE
C00170_C03089	0.416	R01401,R01402	TRUE
C00755_C04547	0.416	R00043	TRUE
C05338_C05595	0.416	R04776	TRUE
C18237_C19871	0.416	R11581	FALSE
C19885_C19889	0.416	R09779,R10933,R11208,R11209	TRUE
C19885_C20948	0.416	R10929	TRUE
C00621_C04213	0.415	R04216	TRUE
C00663_C00689	0.415	R05767	FALSE
C00043_C00105	0.414	R04291	TRUE
C00082_C00146	0.414	R00728,R00729,R00737,R09830	TRUE
C00232_C05601	0.414	R01645	TRUE
C00679_C01146	0.414	R02754,R03277	TRUE
C00818_C03062	0.414	R02998	TRUE
C01089_C04546	0.414	R00048	TRUE
C01207_C01850	0.414	R03374	TRUE
C03955_C20333	0.414	R10090	TRUE
C00012_C00045	0.413	R07642	FALSE
C03632_C04213	0.413	R04272	TRUE
C06866_C18202	0.413	R09091	TRUE
C01209_C05750	0.412	R04957	TRUE
C01209_C20372	0.412	R10115	TRUE
C00082_C02993	0.411	R00735,R05671	TRUE
C00257_C20888	0.411	R10832	TRUE
C00323_C10434	0.411	R07433,R10701	TRUE
C01197_C10434	0.411	R10701	TRUE
C01481_C10434	0.411	R10701	FALSE
C00063_C21485	0.41	R11582	FALSE
C00909_C02166	0.41	R03059	TRUE
C03692_C04872	0.41	R03468,R03488,R03489,R04532,R04564,R04583,R04590,R04596,R04630,R04632,R04635,R04647,R04648,R04649,R04656,R04660,R04661,R05113,R05114,R05116,R05580,R11715	TRUE
C00042_C01118	0.409	R01288,R02508,R03260	TRUE
C00122_C09816	0.409	R05598	TRUE
C00263_C01118	0.409	R01777	TRUE
C00596_C04479	0.409	R02603	TRUE
C00596_C12624	0.409	R06789	TRUE
C01177_C19761	0.409	R09634	FALSE
C01306_C03518	0.409	R03513	FALSE
C03056_C15986	0.409	R07515	TRUE
C04895_C21615	0.409	R11719	FALSE
C14852_C14856	0.409	R07084	TRUE
C14856_C18275	0.409	R07084	FALSE
C00406_C02572	0.408	R02195	FALSE
C08538_C08543	0.406	R08827	TRUE
C12458_C20629	0.406	R10453,R06776	TRUE
C00178_C00214	0.405	R01570,R01969,R02484,R02557,R02748,R08230	TRUE
C00179_C02253	0.405	R01425	TRUE
C01255_C02378	0.405	R00059,R05356	TRUE
C03539_C11838	0.405	R01291	TRUE
C07073_C11004	0.405	R08300	TRUE
C07649_C11736	0.405	R08230	TRUE
C07649_C12739	0.405	R08222	TRUE
C00013_C00093	0.403	R01044	FALSE
C03889_C04233	0.403	R08389,R11223	TRUE
C04824_C04932	0.403	R04606	TRUE
C20568_C20705	0.403	R10579	TRUE
C00025_C00449	0.402	R02313,R02315,R09495	TRUE
C00047_C00449	0.402	R00715,R00716	TRUE
C00047_C20278	0.402	R10011	TRUE
C00047_C21730	0.402	R11862	FALSE
C00064_C04148	0.402	R02576	TRUE
C00111_C20831	0.402	R10760	TRUE
C00118_C03506	0.402	R02340	TRUE
C00121_C20568	0.402	R10346	FALSE
C00147_C00212	0.402	R01245,R01561	TRUE
C00262_C00294	0.402	R01770,R01863	TRUE
C00341_C00521	0.402	R02013,R06120	TRUE
C00341_C06074	0.402	R02009	TRUE
C00341_C09873	0.402	R09962	TRUE
C00483_C20926	0.402	R10902	TRUE
C00483_C21634	0.402	R08436	FALSE
C16731_C16734	0.402	R08523	TRUE
C00009_C00988	0.401	R01334	FALSE
C00100_C02876	0.401	R00921,R00925,R00926,R09097,R10998	TRUE
C00022_C02207	0.4	R00906	TRUE
C00022_C03210	0.4	R00398	TRUE
C00022_C17262	0.4	R08686	TRUE
C00024_C03537	0.4	R03668	FALSE
C00024_C15535	0.4	R03760	FALSE
C00074_C00111	0.4	R01012	FALSE
C00186_C20781	0.4	R10691	TRUE
C00245_C06735	0.4	R05320	TRUE
C00246_C02445	0.4	R03781,R04119	TRUE
C00288_C01010	0.4	R00774,R07404	FALSE
C04164_C06357	0.4	R04411	FALSE
C04164_C06358	0.4	R04409,R04410,R04411,R05061	FALSE
C04681_C05921	0.4	R05145	FALSE
C00956_C19886	0.399	R09775,R10929,R11207	TRUE
C02916_C03758	0.399	R04084,R04300	TRUE
C03995_C04815	0.399	R04367	TRUE
C00004_C00020	0.398	R11104	FALSE
C00020_C00857	0.398	R00189,R00257,R03004	TRUE
C00020_C00882	0.398	R03036	TRUE
C00376_C02094	0.398	R00032,R09601	TRUE
C00002_C00016	0.397	R00161	FALSE
C00042_C04479	0.397	R02603	TRUE
C00089_C00095	0.397	R00801,R00802,R00806,R08676,R01823,R02120	TRUE
C00089_C00124	0.397	R00015,R00801,R00802	FALSE
C00091_C01118	0.397	R01777	FALSE
C00122_C12624	0.397	R06789	TRUE
C00124_C00252	0.397	R10809	FALSE
C00124_C00897	0.397	R00026,R00028,R00306,R00503,R00952,R01555,R09943	FALSE
C00124_C01083	0.397	R00010,R00026,R00028,R00306,R00534,R00801,R00802,R00838,R00839,R02727,R03256,R03802,R04783,R05141,R07265,R08946,R09568,R10809,R11306,R11544	FALSE
C00124_C01158	0.397	R00049,R04498	FALSE
C00124_C01235	0.397	R01194	TRUE
C00124_C05158	0.397	R04998,R04999	FALSE
C00124_C05399	0.397	R02926	TRUE
C00124_C16827	0.397	R10236	FALSE
C00137_C01235	0.397	R01192,R01194,R02411,R03418	TRUE
C00155_C01118	0.397	R01288,R02508,R03260	TRUE
C00165_C03692	0.397	R02689,R02691,R04472,R10850	FALSE
C00314_C03996	0.397	R01912	TRUE
C00493_C02947	0.397	R02416	TRUE
C00811_C04415	0.397	R02951,R05324	TRUE
C00811_C16827	0.397	R08534	TRUE
C01158_C01424	0.397	R03297	TRUE
C01424_C01572	0.397	R00053,R03551	TRUE
C01772_C05158	0.397	R03710,R04998	TRUE
C01839_C02868	0.397	R00054	TRUE
C02707_C20722	0.397	R11399	FALSE
C05394_C05403	0.397	R04783	TRUE
C05924_C19848	0.397	R09726	TRUE
C06098_C18195	0.397	R10192	TRUE
C15986_C15987	0.397	R07515	TRUE
C17239_C17240	0.397	R08661	TRUE
C00003_C00020	0.396	R00103,R00137	TRUE
C00031_C00185	0.395	R01100,R01678,R01101,R01329,R01718,R11544	TRUE
C00031_C00252	0.395	R01101,R01329,R01718	TRUE
C00180_C02253	0.395	R01425	TRUE
C00296_C00852	0.395	R01945,R02997,R02998	TRUE
C00296_C17147	0.395	R01945,R02997,R02998	FALSE
C00311_C02927	0.395	R01946	TRUE
C00633_C13632	0.395	R06886	TRUE
C02273_C06472	0.395	R07413	FALSE
C04807_C20562	0.395	R10339	FALSE
C07073_C16647	0.395	R08300	TRUE
C00025_C20926	0.394	R10902	TRUE
C00026_C00449	0.394	R00715,R00716	TRUE
C00121_C00212	0.394	R01245,R01561	TRUE
C00121_C00294	0.394	R01770,R01863	TRUE
C00171_C01910	0.394	R00056,R03259	FALSE
C00449_C04076	0.394	R02313,R02315,R09495	TRUE
C00582_C04148	0.394	R02576	TRUE
C00818_C03156	0.394	R03727	FALSE
C16700_C21634	0.394	R08436	FALSE
C20277_C20278	0.394	R10011	TRUE
C00010_C17740	0.393	R08807,R08808	TRUE
C02916_C04043	0.393	R04084,R04300	TRUE
C19885_C19886	0.393	R09775,R10929,R11207	TRUE
C00124_C01518	0.392	R00953,R09941	FALSE
C00124_C05403	0.392	R04783	FALSE
C00124_C08250	0.392	R07264,R11398	FALSE
C00223_C02947	0.392	R02416	TRUE
C00223_C17743	0.392	R08807,R08808	FALSE
C00392_C05399	0.392	R02926	FALSE
C00645_C01674	0.392	R00022,R01266,R09942	FALSE
C00653_C04667	0.392	R02717	TRUE
C04760_C04760	0.392	R08734	FALSE
C12469_C12471	0.392	R06776	TRUE
C00058_C03134	0.391	R02509	TRUE
C00323_C00852	0.391	R01945,R02997,R02998	TRUE
C00323_C02927	0.391	R01946	FALSE
C00323_C17147	0.391	R01945,R02997,R02998	FALSE
C00341_C20406	0.391	R10176	FALSE
C00852_C01197	0.391	R02997,R10701	TRUE
C01177_C19799	0.391	R09670	FALSE
C01481_C17147	0.391	R02997,R10701	FALSE
C00002_C18136	0.39	R09047	FALSE
C00406_C03156	0.39	R03727	FALSE
C00406_C10443	0.39	R08810	FALSE
C12458_C12471	0.389	R06776	TRUE
C00055_C00128	0.387	R03468,R03488,R03489,R04532,R04564,R04583,R04590,R04596,R04630,R04632,R04635,R04647,R04648,R04649,R04656,R04660,R04661,R05113,R05114,R05116,R05580,R11715	TRUE
C00353_C04638	0.387	R04520	FALSE
C00591_C01064	0.387	R02598	TRUE
C08246_C09755	0.387	R09534	FALSE
C14851_C14855	0.387	R07083	TRUE
C00055_C01064	0.386	R02598	TRUE
C00252_C21659	0.386	R11790	FALSE
C00128_C04887	0.385	R04564	FALSE
C01709_C09755	0.385	R09534	TRUE
C17345_C17345	0.385	R08739	FALSE
C00008_C01260	0.384	R00125,R00126,R00187,R02017,R09880	TRUE
C00002_C20190	0.383	R09879	TRUE
C00010_C17741	0.383	R08809,R08810	TRUE
C01185_C03722	0.382	R03348	TRUE
C00341_C21003	0.378	R11087	FALSE
C00350_C05980	0.378	R11062	FALSE
C03939_C05744	0.378	R04355,R04726,R04952,R04957,R04960,R04963,R04968,R07762,R09482,R10115,R10119,R10172,R10707	TRUE
C00119_C18004	0.376	R08898	FALSE
C00119_C21260	0.376	R11280	FALSE
C00001_C00007	0.375	R00045,R00058,R00068,R00319,R00448,R00449,R00559,R00679,R00690,R00815,R00818,R00828,R01115,R01184,R01295,R01296,R01297,R01298,R01299,R01452,R01453,R01454,R01628,R01629,R01630,R01803,R01960,R02178,R02210,R02222,R02231,R02253,R02254,R02339,R02354,R02355,R02356,R02383,R02442,R02449,R02469,R02515,R02517,R02520,R02554,R02561,R02562,R02589,R02698,R02723,R02725,R02823,R02830,R02843,R02879,R02995,R03006,R03023,R03088,R03089,R03090,R03124,R03281,R03299,R03329,R03344,R03369,R03370,R03408,R03452,R03476,R03556,R03560,R03562,R03566,R03568,R03608,R03610,R03637,R03638,R03639,R03712,R03814,R03834,R03851,R03866,R03964,R03997,R04130,R04256,R04342,R04366,R04400,R04523,R04690,R04696,R04699,R04702,R04708,R04789,R04790,R04806,R04807,R04826,R04850,R04854,R04855,R04884,R04902,R04984,R04987,R05154,R05158,R05249,R05250,R05266,R05270,R05273,R05281,R05288,R05321,R05322,R05422,R05425,R05441,R05442,R05443,R05444,R05448,R05450,R05463,R05521,R05522,R05623,R05632,R05653,R05654,R05655,R05666,R05729,R05730,R05732,R05828,R05832,R05855,R05866,R05877,R06146,R06265,R06291,R06294,R06296,R06308,R06309,R06351,R06386,R06387,R06388,R06389,R06398,R06400,R06406,R06464,R06519,R06525,R06526,R06537,R06538,R06560,R06561,R06572,R06573,R06582,R06606,R06607,R06622,R06683,R06688,R06690,R06691,R06759,R06786,R06787,R06851,R06884,R06890,R06892,R06915,R06916,R06926,R06936,R06939,R06945,R07000,R07001,R07016,R07020,R07021,R07022,R07041,R07046,R07048,R07050,R07051,R07052,R07054,R07055,R07056,R07066,R07068,R07075,R07079,R07080,R07081,R07085,R07087,R07089,R07098,R07191,R07194,R07201,R07202,R07203,R07206,R07204,R07205,R07369,R07370,R07371,R07373,R07421,R07422,R07440,R07470,R07474,R07665,R07709,R07710,R07711,R07715,R07745,R07746,R07776,R07777,R07778,R07786,R07787,R07791,R07792,R07933,R07954,R07955,R07957,R07959,R07961,R07963,R07965,R07967,R07969,R07971,R07973,R07975,R08002,R08032,R08148,R08161,R08203,R08205,R08266,R08267,R08270,R08271,R08274,R08275,R08285,R08294,R08303,R08304,R08312,R08313,R08325,R08326,R08327,R08390,R08391,R08392,R08448,R08505,R08727,R08762,R08764,R08775,R08784,R08815,R08828,R08832,R08851,R08853,R08922,R08925,R08943,R08965,R09042,R09122,R09141,R09148,R09198,R09385,R09389,R09393,R09390,R09404,R09405,R09406,R09407,R09408,R09416,R09418,R09421,R09423,R09424,R09425,R09441,R09442,R09451,R09452,R09453,R09454,R09460,R09461,R09515,R09516,R09549,R09555,R09576,R09583,R09584,R09602,R09812,R09815,R09818,R09838,R09859,R09860,R09861,R09862,R09864,R09866,R09867,R09868,R09922,R09923,R09934,R09935,R10023,R10025,R10042,R10043,R10044,R10045,R10077,R10154,R10155,R10181,R10258,R10260,R10313,R10315,R10317,R10318,R10321,R10350,R10351,R10357,R10359,R10362,R10366,R10373,R10467,R10477,R10478,R10540,R10591,R10626,R10656,R10662,R10702,R10725,R10728,R10789,R10790,R10794,R10795,R10875,R10877,R10878,R10879,R10921,R10923,R10925,R10926,R10999,R11000,R11002,R11005,R11006,R11009,R11010,R11011,R11012,R11043,R11054,R11056,R11059,R11060,R11108,R11109,R11110,R11111,R11134,R11158,R11197,R11198,R11211,R11212,R11222,R11324,R11347,R11356,R11358,R11360,R11384,R11385,R11405,R11424,R11446,R11447,R11448,R11458,R11459,R11578,R11644,R11645,R11656,R11657,R11658,R11875,R11901,R00047,R00412,R02164,R00698,R00730,R00731,R01178,R01260,R01282,R01303,R01427,R01508,R01637,R01833,R01840,R01842,R02188,R02211,R02212,R02213,R02214,R02374,R02501,R02503,R02550,R02708,R02838,R03086,R03206,R03326,R03510,R03629,R03783,R03784,R03818,R03849,R03872,R04249,R04251,R04257,R04392,R04437,R04460,R04693,R04786,R04787,R04798,R04800,R04803,R04852,R04899,R04980,R05001,R05579,R05867,R05871,R05872,R05896,R05899,R06119,R06293,R06297,R06324,R06328,R06329,R06330,R06331,R06332,R06333,R06334,R06339,R06340,R06341,R06348,R06352,R06353,R06358,R06359,R06401,R06445,R06462,R06463,R06579,R06580,R06584,R06598,R06618,R06619,R06652,R06653,R06656,R06661,R06752,R06763,R06764,R06780,R06781,R06790,R06791,R06865,R06881,R06955,R06961,R06991,R07018,R07030,R07063,R07209,R07218,R07372,R07430,R07431,R07436,R07445,R07448,R07450,R07452,R07453,R07454,R07467,R07471,R07517,R07520,R07523,R07531,R07534,R07550,R07554,R07556,R07579,R07696,R07749,R07784,R07826,R07841,R07842,R07850,R07861,R07994,R08011,R08035,R08049,R08053,R08054,R08055,R08066,R08068,R08133,R08134,R08135,R08136,R08138,R08139,R08142,R08143,R08155,R08173,R08264,R08265,R08292,R08298,R08301,R08315,R08317,R08320,R08322,R08337,R08344,R08456,R08604,R08768,R08770,R08785,R08801,R08802,R08838,R08840,R08841,R08847,R08990,R09041,R09050,R09066,R09102,R09104,R09108,R09110,R09112,R09114,R09147,R09150,R09167,R09169,R09171,R09174,R09178,R09210,R09330,R09357,R09457,R09458,R09459,R09587,R09604,R09605,R09656,R09658,R09692,R09728,R09761,R09762,R09855,R09982,R10047,R10074,R10158,R10193,R10330,R10372,R10570,R10571,R10739,R10744,R10796,R10890,R11055,R11057,R11058,R11066,R11287,R11315,R11346,R11349,R11363,R11387,R11415,R11468,R11600,R11640,R11642,R11647,R11648,R11687,R11688,R11690,R11733,R11753,R11806,R11809,R11912	FALSE
C00001_C00027	0.375	R00052,R00069,R00274,R00602,R02107,R03208,R03953,R07942,R07977,R07978,R07979,R08522,R08523,R09505,R09563,R00297,R00298,R00361,R00476,R00639,R00849,R01025,R01045,R01742,R02824,R03257,R03793,R04039,R04160,R06325,R06355,R06356,R06394,R06395,R06678,R06694,R06753,R06958,R07120,R07153,R07154,R07155,R10625,R07945,R08290,R08330,R08335,R08361,R08424,R08464,R08466,R08758,R08759,R08865,R09103,R09109,R09113,R09149,R09354,R09412,R09413,R09414,R09415,R09448,R09455,R09456,R09468,R09848,R10150,R10575,R11344,R11591	FALSE
C00001_C00067	0.375	R00610,R00612,R01264,R01564,R06154,R10102,R00609,R00611,R01588,R02511	FALSE
C00001_C00132	0.375	R01145,R09098	FALSE
C00001_C00192	0.375	R00143,R00284	FALSE
C00003_C00455	0.375	R00103,R00137	TRUE
C00004_C21113	0.375	R11104	FALSE
C00007_C12570	0.375	R02218,R02214	FALSE
C00009_C00074	0.375	R00660,R01826,R03254,R03460	FALSE
C00009_C00111	0.375	R01010,R01011,R01012,R01016,R04292	FALSE
C00009_C02527	0.375	R01174	FALSE
